"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"600","NPB","Seibu Li",1988,130,73,51,6,130,5021,4361,645,1176,178,20,176,95,60,508,0.27,0.344,0.441,NA,NA,NA,NA,1162,531,466,1115,NA,NA,136,375,578,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601","NPB","Yakult S",1988,130,58,69,3,130,4837,4341,496,1069,190,16,147,52,34,350,0.246,0.301,0.399,NA,NA,NA,NA,1163.1,534,490,1145,NA,NA,115,401,585,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602","NPB","Yokohama",1988,130,59,67,4,130,4921,4389,514,1198,183,24,85,121,47,379,0.273,0.328,0.384,NA,NA,NA,NA,1151.1,542,503,1147,NA,NA,106,414,734,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603","NPB","Yomiuri ",1988,130,68,59,3,130,4871,4339,518,1161,191,20,134,63,42,382,0.268,0.325,0.413,NA,NA,NA,NA,1163.2,442,399,1018,NA,NA,98,339,853,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","NPB","Chunichi",1989,130,68,59,3,130,4895,4225,538,1082,192,12,149,72,58,461,0.256,0.327,0.413,NA,NA,NA,NA,1168,524,478,1191,NA,NA,119,420,709,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","NPB","Fukuoka ",1989,130,59,64,7,130,5001,4309,610,1107,199,20,166,85,48,558,0.257,0.34,0.428,NA,NA,NA,NA,1151.1,678,606,1279,NA,NA,165,515,641,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","NPB","Hanshin ",1989,130,54,75,1,130,4858,4288,497,1101,166,30,135,81,32,409,0.257,0.32,0.404,NA,NA,NA,NA,1146,580,529,1165,NA,NA,105,435,763,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","NPB","Hiroshim",1989,130,73,51,6,130,4933,4339,510,1177,174,20,101,117,69,446,0.271,0.337,0.39,NA,NA,NA,NA,1172.1,431,392,974,NA,NA,111,384,1006,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","NPB","Lotte Or",1989,130,48,74,8,130,4973,4418,558,1174,213,24,119,99,42,421,0.266,0.329,0.406,NA,NA,NA,NA,1151.2,644,576,1107,NA,NA,159,625,793,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","NPB","Nippon H",1989,130,54,73,3,130,4898,4313,527,1147,186,20,131,144,83,464,0.266,0.335,0.409,NA,NA,NA,NA,1147.2,571,535,1059,NA,NA,140,509,742,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","NPB","Orix Bra",1989,130,72,55,3,130,5080,4356,665,1210,200,23,170,66,42,574,0.278,0.36,0.451,NA,NA,NA,NA,1162.1,616,550,1181,NA,NA,147,477,729,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","NPB","Osaka Ki",1989,130,71,54,5,130,4965,4338,606,1134,210,17,157,45,27,471,0.261,0.332,0.426,NA,NA,NA,NA,1163.2,558,499,1168,NA,NA,144,500,747,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","NPB","Seibu Li",1989,130,69,53,8,130,5104,4300,644,1166,184,32,150,149,59,591,0.271,0.356,0.433,NA,NA,NA,NA,1171.2,543,502,1144,NA,NA,138,453,717,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","NPB","Yakult S",1989,130,55,72,3,130,4837,4313,507,1096,163,18,140,76,45,382,0.254,0.313,0.398,NA,NA,NA,NA,1152.2,559,508,1197,NA,NA,135,423,663,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614","NPB","Yokohama",1989,130,47,80,3,130,4900,4403,474,1144,241,25,76,106,53,348,0.26,0.312,0.378,NA,NA,NA,NA,1159.2,594,524,1244,NA,NA,149,467,789,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615","NPB","Yomiuri ",1989,130,84,44,2,130,4868,4289,520,1130,209,19,106,77,39,421,0.263,0.327,0.395,NA,NA,NA,NA,1171.1,358,333,959,NA,NA,88,338,926,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","NPB","Chunichi",1990,131,62,68,1,131,5005,4344,573,1146,201,9,162,53,52,514,0.264,0.34,0.426,NA,NA,NA,NA,1163,603,551,1245,NA,NA,129,486,733,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","NPB","Fukuoka ",1990,130,41,85,4,130,4947,4335,522,1089,211,23,116,61,30,464,0.251,0.321,0.391,NA,NA,NA,NA,1144,757,707,1257,NA,NA,196,569,745,5.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","NPB","Hanshin ",1990,133,52,78,3,133,4929,4345,550,1094,172,20,135,73,35,476,0.252,0.324,0.394,NA,NA,NA,NA,1153.2,655,587,1224,NA,NA,138,565,842,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","NPB","Hiroshim",1990,132,66,64,2,132,5050,4451,570,1189,202,28,140,84,60,466,0.267,0.334,0.419,NA,NA,NA,NA,1182.2,528,469,1097,NA,NA,128,470,922,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","NPB","Lotte Or",1990,130,57,71,2,130,5031,4360,571,1141,202,31,132,95,41,497,0.262,0.336,0.413,NA,NA,NA,NA,1150,622,539,1149,NA,NA,137,540,835,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","NPB","Nippon H",1990,130,66,63,1,130,4962,4343,570,1141,204,20,128,76,47,490,0.263,0.335,0.407,NA,NA,NA,NA,1158.1,542,473,1055,NA,NA,137,485,811,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","NPB","Orix Bra",1990,130,69,57,4,130,5046,4361,690,1181,190,25,186,134,49,561,0.271,0.352,0.454,NA,NA,NA,NA,1160,619,554,1189,NA,NA,157,444,814,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","NPB","Osaka Ki",1990,130,67,60,3,130,5063,4459,678,1226,224,28,181,67,32,455,0.275,0.34,0.46,NA,NA,NA,NA,1166,638,562,1171,NA,NA,140,529,825,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","NPB","Seibu Li",1990,130,81,45,4,130,4982,4226,634,1111,186,21,162,175,54,551,0.263,0.345,0.432,NA,NA,NA,NA,1160.1,487,449,1068,NA,NA,138,451,872,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","NPB","Yakult S",1990,130,58,72,0,130,4956,4385,529,1127,173,31,123,86,40,433,0.257,0.322,0.395,NA,NA,NA,NA,1170.1,609,551,1214,NA,NA,155,479,812,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","NPB","Yokohama",1990,133,64,66,3,133,5127,4491,546,1193,195,28,90,86,41,463,0.266,0.332,0.382,NA,NA,NA,NA,1193.1,563,522,1151,NA,NA,140,447,813,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","NPB","Yomiuri ",1990,130,88,42,0,130,4991,4343,589,1158,217,27,134,67,36,466,0.267,0.335,0.422,NA,NA,NA,NA,1176,399,370,976,NA,NA,94,371,932,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628","NPB","Chunichi",1991,131,71,59,1,131,5073,4367,612,1143,200,16,178,50,36,531,0.262,0.339,0.437,NA,NA,NA,NA,1184.2,521,473,1159,NA,NA,99,462,848,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","NPB","Fukuoka ",1991,130,53,73,4,130,4970,4325,557,1096,192,21,152,141,43,516,0.253,0.331,0.413,NA,NA,NA,NA,1153.2,661,608,1252,NA,NA,161,437,648,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","NPB","Hanshin ",1991,130,48,82,0,130,4755,4261,454,1011,147,13,111,47,31,404,0.237,0.302,0.356,NA,NA,NA,NA,1138,616,552,1095,NA,NA,119,524,808,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","NPB","Hiroshim",1991,132,74,56,2,132,4973,4322,516,1096,182,19,88,92,56,481,0.254,0.326,0.366,NA,NA,NA,NA,1185.2,466,426,1047,NA,NA,124,472,992,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","NPB","Lotte Or",1991,130,48,77,5,130,4930,4324,484,1124,195,27,89,61,34,424,0.26,0.324,0.379,NA,NA,NA,NA,1148.1,599,540,1115,NA,NA,155,569,778,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","NPB","Nippon H",1991,130,53,72,5,130,4852,4242,463,1065,164,18,112,81,50,472,0.251,0.324,0.377,NA,NA,NA,NA,1157.1,523,478,1109,NA,NA,132,479,665,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","NPB","Orix Blu",1991,130,64,63,3,130,4966,4379,554,1145,202,32,127,76,37,448,0.261,0.327,0.409,NA,NA,NA,NA,1165,557,505,1192,NA,NA,103,459,748,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","NPB","Osaka Ki",1991,130,77,48,5,130,4931,4312,592,1143,184,27,157,62,32,469,0.265,0.335,0.429,NA,NA,NA,NA,1156.1,495,445,1044,NA,NA,124,478,756,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","NPB","Seibu Li",1991,130,81,43,6,130,4992,4265,624,1131,205,18,155,104,46,536,0.265,0.345,0.431,NA,NA,NA,NA,1165,439,417,992,NA,NA,117,443,812,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","NPB","Yakult S",1991,132,67,63,2,132,4983,4389,544,1137,199,33,140,75,38,457,0.259,0.327,0.415,NA,NA,NA,NA,1172.1,551,512,1163,NA,NA,116,466,795,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","NPB","Yokohama",1991,131,64,66,1,131,5047,4397,558,1184,218,21,66,130,56,454,0.269,0.335,0.373,NA,NA,NA,NA,1180.2,535,490,1122,NA,NA,137,463,819,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","NPB","Yomiuri ",1991,130,66,64,0,130,4938,4309,534,1090,158,24,128,42,29,476,0.253,0.325,0.39,NA,NA,NA,NA,1166.2,529,482,1075,NA,NA,116,416,881,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","NPB","Chiba Lo",1992,131,54,74,3,131,4869,4247,460,1023,193,29,89,67,27,456,0.241,0.312,0.363,NA,NA,NA,NA,1144,540,485,1069,NA,NA,109,523,886,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","NPB","Chunichi",1992,130,60,70,0,130,4967,4365,479,1098,189,21,108,48,39,493,0.252,0.326,0.379,NA,NA,NA,NA,1160,562,504,1190,NA,NA,130,434,807,3.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","NPB","Fukuoka ",1992,130,57,72,1,130,4877,4296,534,1109,167,21,139,115,32,457,0.258,0.327,0.404,NA,NA,NA,NA,1140,637,583,1221,NA,NA,151,452,604,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","NPB","Hanshin ",1992,132,67,63,2,132,5027,4449,475,1114,189,33,86,43,40,445,0.25,0.317,0.366,NA,NA,NA,NA,1196.1,445,386,1051,NA,NA,108,503,905,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","NPB","Hiroshim",1992,130,66,64,0,130,5130,4437,571,1153,201,14,122,101,30,532,0.26,0.337,0.394,NA,NA,NA,NA,1185.2,532,474,1150,NA,NA,111,446,890,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","NPB","Nippon H",1992,130,54,73,3,130,4940,4307,497,1115,170,20,99,66,37,443,0.259,0.326,0.377,NA,NA,NA,NA,1154,579,539,1175,NA,NA,119,476,755,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","NPB","Orix Blu",1992,130,61,64,5,130,4982,4384,540,1191,220,33,88,72,32,438,0.272,0.335,0.397,NA,NA,NA,NA,1159,503,461,1124,NA,NA,115,435,774,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","NPB","Osaka Ki",1992,130,74,50,6,130,4888,4272,580,1057,181,30,155,112,46,495,0.247,0.324,0.413,NA,NA,NA,NA,1166.2,515,478,1101,NA,NA,120,481,897,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","NPB","Seibu Li",1992,130,80,47,3,130,5025,4300,658,1196,213,14,159,116,53,557,0.278,0.359,0.445,NA,NA,NA,NA,1150,495,450,1001,NA,NA,115,479,884,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","NPB","Yakult S",1992,131,69,61,1,131,5097,4452,599,1162,192,21,173,92,29,525,0.261,0.337,0.43,NA,NA,NA,NA,1180.2,566,497,1131,NA,NA,133,517,835,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","NPB","Yokohama",1992,131,61,69,1,131,4991,4392,521,1095,195,23,97,87,39,440,0.249,0.316,0.37,NA,NA,NA,NA,1180.1,553,492,1114,NA,NA,125,504,878,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","NPB","Yomiuri ",1992,130,67,63,0,130,4925,4360,535,1144,195,15,139,34,31,442,0.262,0.329,0.41,NA,NA,NA,NA,1155.2,522,474,1130,NA,NA,118,473,967,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","NPB","Chiba Lo",1993,130,51,77,2,130,4861,4296,487,1078,219,29,95,75,38,432,0.251,0.317,0.382,NA,NA,NA,NA,1142.1,583,518,1147,NA,NA,118,522,870,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","NPB","Chunichi",1993,132,73,57,2,132,5072,4418,538,1133,168,11,158,29,31,529,0.256,0.334,0.407,NA,NA,NA,NA,1192,453,413,1033,NA,NA,125,458,930,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","NPB","Fukuoka ",1993,130,45,80,5,130,4884,4349,434,1071,190,33,75,95,46,449,0.246,0.315,0.357,NA,NA,NA,NA,1150.2,596,540,1158,NA,NA,122,494,665,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","NPB","Hanshin ",1993,132,63,67,2,132,4973,4368,478,1105,176,22,86,44,37,456,0.253,0.322,0.362,NA,NA,NA,NA,1171.1,542,505,1172,NA,NA,114,501,881,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","NPB","Hiroshim",1993,131,53,77,1,131,4964,4407,530,1115,177,11,155,59,29,446,0.253,0.32,0.404,NA,NA,NA,NA,1156.2,612,551,1201,NA,NA,148,521,825,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","NPB","Nippon H",1993,130,71,52,7,130,4941,4315,558,1117,202,18,106,130,75,514,0.259,0.336,0.388,NA,NA,NA,NA,1160.2,478,435,1076,NA,NA,106,488,762,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","NPB","Orix Blu",1993,130,70,56,4,130,4980,4343,516,1100,192,16,125,83,41,513,0.253,0.33,0.391,NA,NA,NA,NA,1174.1,471,423,1094,NA,NA,82,396,899,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","NPB","Osaka Ki",1993,130,66,59,5,130,4883,4338,562,1118,181,29,145,124,59,421,0.258,0.321,0.413,NA,NA,NA,NA,1164,520,468,1108,NA,NA,123,546,927,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","NPB","Seibu Li",1993,130,74,53,3,130,4964,4276,512,1111,184,26,114,90,46,518,0.26,0.338,0.395,NA,NA,NA,NA,1173,421,386,1012,NA,NA,109,401,927,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","NPB","Yakult S",1993,141,80,59,2,141,5151,4512,622,1186,185,18,140,71,28,509,0.263,0.335,0.405,NA,NA,NA,NA,1206,475,429,1101,NA,NA,122,434,940,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","NPB","Yokohama",1993,130,57,73,0,130,4895,4292,477,1068,187,27,87,69,55,477,0.249,0.323,0.366,NA,NA,NA,NA,1157.1,544,493,1075,NA,NA,119,530,904,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","NPB","Yomiuri ",1993,131,64,66,1,131,4845,4262,446,1014,160,11,105,39,34,464,0.238,0.311,0.355,NA,NA,NA,NA,1167.1,465,417,1039,NA,NA,103,437,1006,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","NPB","Chiba Lo",1994,130,55,73,2,130,4865,4378,521,1143,227,29,104,54,37,372,0.261,0.317,0.397,NA,NA,NA,NA,1142.2,633,571,1174,NA,NA,131,539,919,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","NPB","Chunichi",1994,130.531,69,61,0.531,130.531,4956,4311,535,1113,173,16,108,65,31,513,0.258,0.335,0.381,NA,NA,NA,NA,1165,481,447,1095,NA,NA,105,443,841,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","NPB","Fukuoka ",1994,130,69,60,1,130,5089,4465,604,1228,221,21,132,67,36,551,0.275,0.352,0.423,NA,NA,NA,NA,1151,592,524,1220,NA,NA,90,430,756,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","NPB","Hanshin ",1994,130.477,62,68,0.477,130.477,5061,4408,503,1127,158,26,92,36,38,494,0.256,0.328,0.366,NA,NA,NA,NA,1186.2,500,452,1150,NA,NA,94,470,817,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","NPB","Hiroshim",1994,130.508,66,64,0.508,130.508,5092,4493,585,1242,172,22,126,98,38,446,0.276,0.34,0.409,NA,NA,NA,NA,1180.2,584,548,1175,NA,NA,162,486,795,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","NPB","Nippon H",1994,130,46,79,5,130,4942,4327,485,1089,156,19,101,80,67,512,0.252,0.329,0.367,NA,NA,NA,NA,1151,637,591,1286,NA,NA,145,495,755,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","NPB","Orix Blu",1994,130,68,59,3,130,5105,4453,601,1268,224,20,92,61,35,488,0.285,0.353,0.406,NA,NA,NA,NA,1159.2,563,507,1162,NA,NA,115,459,903,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","NPB","Osaka Ki",1994,130,68,59,3,130,5044,4434,701,1213,246,19,169,75,35,479,0.274,0.341,0.452,NA,NA,NA,NA,1158,619,545,1226,NA,NA,114,491,823,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","NPB","Seibu Li",1994,130,76,52,2,130,5032,4377,667,1221,217,23,122,140,50,511,0.279,0.352,0.423,NA,NA,NA,NA,1160.1,535,491,1094,NA,NA,125,499,881,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","NPB","Yakult S",1994,130.477,62,68,0.477,130.477,4961,4420,486,1105,173,18,130,78,33,444,0.25,0.316,0.386,NA,NA,NA,NA,1174.1,585,529,1143,NA,NA,128,540,797,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","NPB","Yokohama",1994,130.469,61,69,0.469,130.469,5003,4368,543,1141,222,19,107,36,24,511,0.261,0.337,0.394,NA,NA,NA,NA,1161.2,535,485,1182,NA,NA,98,518,855,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","NPB","Yomiuri ",1994,130.538,70,60,0.538,130.538,4907,4320,516,1116,158,16,122,29,20,451,0.258,0.326,0.387,NA,NA,NA,NA,1159,483,439,1099,NA,NA,98,402,885,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","NPB","Chiba Lo",1995,130,69,58,3,130,4891,4260,481,1084,161,23,88,84,54,463,0.254,0.325,0.365,NA,NA,NA,NA,1163,461,423,1014,NA,NA,89,432,1004,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","NPB","Chunichi",1995,130,50,80,0,130,4870,4350,498,1090,165,9,136,50,38,424,0.251,0.316,0.386,NA,NA,NA,NA,1151.2,651,608,1205,NA,NA,170,504,840,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","NPB","Fukuoka ",1995,130,54,72,4,130,4930,4380,492,1133,183,27,94,105,61,444,0.259,0.325,0.377,NA,NA,NA,NA,1169.1,580,541,1164,NA,NA,122,482,780,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","NPB","Hanshin ",1995,130,46,84,0,130,4856,4276,451,1043,179,27,88,43,40,455,0.244,0.314,0.36,NA,NA,NA,NA,1148,536,489,1126,NA,NA,128,495,839,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","NPB","Hiroshim",1995,131,74,56,1,131,5102,4418,635,1162,191,22,166,145,54,547,0.263,0.342,0.429,NA,NA,NA,NA,1178.2,510,467,1059,NA,NA,138,506,857,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","NPB","Nippon H",1995,130,59,68,3,130,4868,4287,477,1016,150,15,105,68,47,461,0.237,0.309,0.352,NA,NA,NA,NA,1165.2,503,461,1048,NA,NA,100,554,831,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","NPB","Orix Blu",1995,130,82,47,1,130,5017,4310,571,1118,192,22,115,82,34,535,0.259,0.339,0.394,NA,NA,NA,NA,1179.2,428,378,1036,NA,NA,87,423,938,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","NPB","Osaka Ki",1995,130,49,78,3,130,4844,4290,457,1006,163,22,105,65,32,443,0.234,0.304,0.356,NA,NA,NA,NA,1155,577,509,1151,NA,NA,132,512,825,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","NPB","Seibu Li",1995,130,67,57,6,130,4904,4329,498,1066,172,18,117,113,52,465,0.246,0.318,0.375,NA,NA,NA,NA,1177,427,390,1010,NA,NA,94,408,892,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","NPB","Yakult S",1995,130,82,48,0,130,4875,4259,601,1110,187,18,147,102,43,506,0.261,0.337,0.417,NA,NA,NA,NA,1152,495,461,1029,NA,NA,113,492,889,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","NPB","Yokohama",1995,130,66,64,0,130,4988,4331,562,1130,208,20,114,60,29,524,0.261,0.339,0.397,NA,NA,NA,NA,1147,588,557,1144,NA,NA,126,524,840,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","NPB","Yomiuri ",1995,130,72,57,1,130,4948,4282,527,1081,174,9,139,64,35,531,0.252,0.333,0.395,NA,NA,NA,NA,1170,494,442,1053,NA,NA,115,466,941,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","NPB","Chiba Lo",1996,130,60,67,3,130,4916,4301,456,1086,191,20,85,71,32,441,0.252,0.32,0.365,NA,NA,NA,NA,1166.1,525,477,1101,NA,NA,115,410,863,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","NPB","Chunichi",1996,130.554,72,58,0.554,130.554,5056,4446,641,1234,192,11,179,36,29,488,0.278,0.347,0.446,NA,NA,NA,NA,1160,589,517,1156,NA,NA,116,485,934,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","NPB","Fukuoka ",1996,130,54,74,2,130,4933,4346,551,1143,196,28,97,140,63,460,0.263,0.331,0.388,NA,NA,NA,NA,1153,565,517,1240,NA,NA,112,414,823,4.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","NPB","Hanshin ",1996,130.415,54,76,0.415,130.415,4968,4392,482,1078,168,20,89,45,40,456,0.245,0.314,0.354,NA,NA,NA,NA,1164.1,579,533,1227,NA,NA,107,461,841,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","NPB","Hiroshim",1996,130.546,71,59,0.546,130.546,5139,4500,670,1264,200,18,162,116,31,492,0.281,0.35,0.441,NA,NA,NA,NA,1168.1,597,529,1177,NA,NA,120,426,784,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","NPB","Nippon H",1996,130,68,58,4,130,4968,4310,527,1073,175,26,130,69,34,501,0.249,0.325,0.392,NA,NA,NA,NA,1174.2,502,456,1092,NA,NA,121,452,770,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","NPB","Orix Blu",1996,130,74,50,6,130,5155,4484,607,1215,177,18,124,63,21,504,0.271,0.342,0.401,NA,NA,NA,NA,1185.2,529,468,1120,NA,NA,95,503,847,3.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","NPB","Osaka Ki",1996,130,62,67,1,130,4952,4319,555,1103,177,17,146,76,41,493,0.255,0.329,0.406,NA,NA,NA,NA,1159,571,516,1120,NA,NA,138,513,811,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","NPB","Seibu Li",1996,130,62,64,4,130,4908,4348,517,1120,191,19,141,149,46,406,0.258,0.319,0.408,NA,NA,NA,NA,1169.1,521,465,1067,NA,NA,142,513,928,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","NPB","Yakult S",1996,130.469,61,69,0.469,130.469,4961,4376,536,1155,174,20,103,67,36,470,0.264,0.333,0.383,NA,NA,NA,NA,1159.2,560,515,1108,NA,NA,146,511,836,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","NPB","Yokohama",1996,130.423,55,75,0.423,130.423,5081,4392,571,1188,199,29,85,85,53,515,0.27,0.344,0.387,NA,NA,NA,NA,1160,660,602,1253,NA,NA,155,524,929,4.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","NPB","Yomiuri ",1996,130.592,77,53,0.592,130.592,4987,4353,563,1100,197,12,147,69,31,478,0.253,0.325,0.405,NA,NA,NA,NA,1185,478,457,1098,NA,NA,121,492,866,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","NPB","Chiba Lo",1997,135,57,76,2,135,5048,4458,466,1111,171,29,75,117,46,455,0.249,0.316,0.351,NA,NA,NA,NA,1200,584,512,1174,NA,NA,116,449,817,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","NPB","Chunichi",1997,136,59,76,1,136,5127,4482,510,1088,182,24,115,55,30,526,0.243,0.321,0.371,NA,NA,NA,NA,1212.2,644,583,1212,NA,NA,123,586,925,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","NPB","Fukuoka ",1997,135,63,71,1,135,5178,4543,587,1201,188,21,132,94,55,510,0.264,0.336,0.402,NA,NA,NA,NA,1205.1,610,570,1278,NA,NA,103,464,861,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","NPB","Hanshin ",1997,136,62,73,1,136,5128,4546,504,1110,188,29,103,38,27,461,0.244,0.313,0.366,NA,NA,NA,NA,1216.2,575,500,1235,NA,NA,114,531,787,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
