"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"496","NPB","Chunichi",1980,130,45,76,9,130,4833,4387,495,1145,168,15,134,50,51,341,0.261,0.313,0.398,NA,NA,NA,NA,1151.1,639,566,1219,NA,NA,153,443,623,4.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","NPB","Hankyu B",1980,130,58,67,5,130,4986,4360,647,1144,192,24,204,157,59,500,0.262,0.335,0.458,NA,NA,NA,NA,1146,731,647,1289,NA,NA,205,523,490,5.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","NPB","Hanshin ",1980,130,54,66,10,130,4899,4396,521,1152,160,16,134,87,58,402,0.262,0.322,0.397,NA,NA,NA,NA,1151.2,549,477,1084,NA,NA,165,376,731,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","NPB","Hiroshim",1980,130,73,44,13,130,4867,4319,544,1134,161,27,161,108,61,435,0.263,0.328,0.424,NA,NA,NA,NA,1152,476,431,1131,NA,NA,132,335,666,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","NPB","Lotte Or",1980,130,64,51,15,130,4940,4415,639,1237,172,13,184,114,35,390,0.28,0.336,0.45,NA,NA,NA,NA,1146.1,588,529,1122,NA,NA,165,547,646,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","NPB","Nankai H",1980,130,48,77,5,130,4977,4440,623,1218,204,13,183,80,49,428,0.274,0.336,0.45,NA,NA,NA,NA,1140,784,713,1311,NA,NA,234,535,476,5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","NPB","Nippon H",1980,130,66,53,11,130,4934,4305,593,1137,151,22,167,115,63,496,0.264,0.338,0.426,NA,NA,NA,NA,1152.1,513,462,1099,NA,NA,160,365,706,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","NPB","Osaka Ki",1980,130,68,54,8,130,5133,4488,791,1301,203,14,239,85,46,536,0.29,0.363,0.501,NA,NA,NA,NA,1147,694,632,1217,NA,NA,251,407,609,4.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","NPB","Seibu Li",1980,130,62,64,4,130,4886,4369,651,1165,154,12,219,45,48,429,0.267,0.33,0.458,NA,NA,NA,NA,1142.1,634,562,1164,NA,NA,181,402,687,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","NPB","Yakult S",1980,130,68,52,10,130,4807,4325,562,1166,193,21,132,111,78,371,0.27,0.326,0.415,NA,NA,NA,NA,1149.2,462,405,1076,NA,NA,126,412,664,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","NPB","Yokohama",1980,130,59,62,9,130,4849,4338,534,1124,180,22,135,93,70,421,0.259,0.323,0.404,NA,NA,NA,NA,1141,587,530,1212,NA,NA,139,439,696,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","NPB","Yomiuri ",1980,130,61,60,9,130,4760,4207,507,1024,154,17,153,83,47,404,0.243,0.307,0.397,NA,NA,NA,NA,1149.2,450,377,1023,NA,NA,134,369,865,2.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","NPB","Chunichi",1981,130,58,65,7,130,4853,4341,545,1163,170,27,151,62,47,370,0.268,0.323,0.424,NA,NA,NA,NA,1147.1,537,473,1155,NA,NA,152,427,664,3.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","NPB","Hankyu B",1981,130,68,58,4,130,4852,4317,579,1151,181,24,140,140,61,425,0.267,0.33,0.417,NA,NA,NA,NA,1146,597,510,1196,NA,NA,152,464,438,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","NPB","Hanshin ",1981,130,67,58,5,130,4853,4352,523,1184,174,17,114,71,42,379,0.272,0.328,0.398,NA,NA,NA,NA,1147,480,423,1074,NA,NA,118,347,779,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","NPB","Hiroshim",1981,130,67,54,9,130,4863,4360,605,1194,171,12,181,54,57,390,0.274,0.331,0.443,NA,NA,NA,NA,1146,519,466,1161,NA,NA,135,314,660,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","NPB","Lotte Or",1981,130,63,57,10,130,4926,4371,567,1210,173,19,126,99,41,417,0.277,0.337,0.412,NA,NA,NA,NA,1143.2,597,529,1153,NA,NA,126,552,563,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","NPB","Nankai H",1981,130,53,65,12,130,4909,4403,544,1201,175,22,128,85,35,415,0.273,0.333,0.41,NA,NA,NA,NA,1136.1,619,552,1258,NA,NA,135,404,452,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","NPB","Nippon H",1981,130,68,54,8,130,4958,4338,610,1199,197,23,126,118,43,490,0.276,0.347,0.42,NA,NA,NA,NA,1140.2,554,483,1133,NA,NA,106,413,631,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","NPB","Osaka Ki",1981,130,54,72,4,130,4832,4324,557,1095,166,19,149,121,60,435,0.253,0.319,0.404,NA,NA,NA,NA,1133.2,576,516,1171,NA,NA,156,405,543,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","NPB","Seibu Li",1981,130,61,61,8,130,4886,4306,599,1151,183,29,143,72,51,454,0.267,0.335,0.423,NA,NA,NA,NA,1146.1,513,461,1096,NA,NA,137,398,569,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","NPB","Yakult S",1981,130,56,58,16,130,4748,4279,520,1092,170,25,120,105,63,349,0.255,0.309,0.391,NA,NA,NA,NA,1146,591,548,1214,NA,NA,145,424,671,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","NPB","Yokohama",1981,130,42,80,8,130,4816,4308,444,1086,183,19,105,70,64,399,0.252,0.313,0.377,NA,NA,NA,NA,1136,609,557,1303,NA,NA,131,403,628,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","NPB","Yomiuri ",1981,130,73,48,9,130,4861,4370,517,1171,174,25,135,119,55,370,0.268,0.323,0.412,NA,NA,NA,NA,1161.2,418,372,983,NA,NA,125,342,833,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","NPB","Chunichi",1982,130,64,47,19,130,4805,4310,529,1147,156,14,143,63,56,344,0.266,0.318,0.408,NA,NA,NA,NA,1148.1,478,417,1106,NA,NA,125,396,744,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","NPB","Hankyu B",1982,130,62,60,8,130,4860,4213,596,1078,176,24,150,142,63,518,0.256,0.334,0.416,NA,NA,NA,NA,1144.2,522,475,1080,NA,NA,120,489,572,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","NPB","Hanshin ",1982,130,65,57,8,130,4846,4356,517,1143,156,24,118,103,43,368,0.262,0.318,0.39,NA,NA,NA,NA,1149.2,496,439,1092,NA,NA,121,346,668,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","NPB","Hiroshim",1982,130,59,58,13,130,4819,4312,513,1097,171,13,139,99,53,393,0.254,0.315,0.397,NA,NA,NA,NA,1154,493,423,1094,NA,NA,127,369,745,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","NPB","Lotte Or",1982,130,54,69,7,130,4810,4287,531,1129,190,15,123,84,45,399,0.263,0.324,0.401,NA,NA,NA,NA,1137.2,600,536,1163,NA,NA,142,574,581,4.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","NPB","Nankai H",1982,130,53,71,6,130,4771,4267,452,1088,184,13,90,72,48,380,0.255,0.313,0.367,NA,NA,NA,NA,1139,575,513,1176,NA,NA,126,373,447,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526","NPB","Nippon H",1982,130,67,52,11,130,4835,4278,551,1137,222,27,127,85,46,440,0.266,0.332,0.419,NA,NA,NA,NA,1146.2,518,462,1060,NA,NA,116,501,686,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","NPB","Osaka Ki",1982,130,63,57,10,130,4915,4299,594,1108,175,14,151,126,45,512,0.258,0.334,0.41,NA,NA,NA,NA,1146.2,577,524,1131,NA,NA,162,384,523,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","NPB","Seibu Li",1982,130,68,58,4,130,4822,4226,529,1070,164,15,131,70,57,470,0.253,0.326,0.392,NA,NA,NA,NA,1142.1,461,420,1000,NA,NA,106,398,648,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","NPB","Yakult S",1982,130,45,75,10,130,4774,4291,437,1031,135,23,95,87,46,359,0.24,0.297,0.349,NA,NA,NA,NA,1145.2,519,464,1093,NA,NA,143,395,629,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","NPB","Yokohama",1982,130,53,65,12,130,4845,4335,473,1084,174,24,125,39,22,398,0.25,0.312,0.388,NA,NA,NA,NA,1145.1,555,499,1169,NA,NA,120,408,654,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","NPB","Yomiuri ",1982,130,66,50,14,130,4823,4316,511,1095,162,32,133,112,42,374,0.254,0.311,0.399,NA,NA,NA,NA,1156.2,439,377,1043,NA,NA,117,322,751,2.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","NPB","Chunichi",1983,130,54,69,7,130,4940,4369,563,1148,192,12,160,63,47,453,0.263,0.33,0.422,NA,NA,NA,NA,1155.1,603,527,1248,NA,NA,154,361,714,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","NPB","Hankyu B",1983,130,67,55,8,130,4862,4228,632,1148,177,32,157,200,83,504,0.272,0.346,0.44,NA,NA,NA,NA,1136,592,525,1182,NA,NA,150,422,537,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","NPB","Hanshin ",1983,130,62,63,5,130,4913,4343,598,1188,186,9,169,86,51,428,0.274,0.336,0.437,NA,NA,NA,NA,1144,604,536,1211,NA,NA,159,393,593,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","NPB","Hiroshim",1983,130,65,55,10,130,4985,4400,610,1184,190,22,164,165,64,433,0.269,0.332,0.434,NA,NA,NA,NA,1162.1,527,471,1101,NA,NA,143,447,688,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","NPB","Lotte Or",1983,130,43,76,11,130,4775,4295,525,1134,158,21,128,78,43,358,0.264,0.319,0.4,NA,NA,NA,NA,1119.2,710,637,1258,NA,NA,163,634,581,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","NPB","Nankai H",1983,130,52,69,9,130,4840,4332,548,1160,173,20,128,87,49,365,0.268,0.323,0.406,NA,NA,NA,NA,1132,659,598,1221,NA,NA,152,429,450,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","NPB","Nippon H",1983,130,64,59,7,130,4919,4306,581,1182,181,10,153,124,48,470,0.275,0.343,0.428,NA,NA,NA,NA,1138.1,540,483,1113,NA,NA,133,463,607,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","NPB","Osaka Ki",1983,130,52,65,13,130,4894,4271,581,1121,177,19,134,139,39,488,0.262,0.335,0.407,NA,NA,NA,NA,1129,626,563,1167,NA,NA,160,400,510,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","NPB","Seibu Li",1983,130,86,40,4,130,4998,4333,700,1204,201,26,182,58,28,524,0.278,0.353,0.462,NA,NA,NA,NA,1151.1,440,409,1008,NA,NA,124,361,560,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","NPB","Yakult S",1983,130,53,69,8,130,4841,4378,557,1166,177,18,149,90,35,326,0.266,0.315,0.417,NA,NA,NA,NA,1144,604,574,1184,NA,NA,173,456,604,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","NPB","Yokohama",1983,130,61,61,8,130,4944,4354,561,1186,215,18,137,78,51,453,0.272,0.338,0.424,NA,NA,NA,NA,1146,631,576,1188,NA,NA,167,479,693,4.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","NPB","Yomiuri ",1983,130,72,50,8,130,5008,4438,622,1219,187,24,156,134,37,442,0.275,0.338,0.433,NA,NA,NA,NA,1159,542,485,1159,NA,NA,139,399,721,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","NPB","Chunichi",1984,130,73,49,8,130,4929,4355,641,1229,167,19,191,91,42,442,0.282,0.347,0.461,NA,NA,NA,NA,1147.1,551,487,1158,NA,NA,161,423,728,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","NPB","Hankyu B",1984,130,75,45,10,130,4977,4277,671,1165,166,21,166,118,53,543,0.272,0.351,0.437,NA,NA,NA,NA,1150.1,510,475,1074,NA,NA,125,453,608,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","NPB","Hanshin ",1984,130,53,69,8,130,4841,4267,563,1126,171,21,165,71,30,437,0.264,0.33,0.43,NA,NA,NA,NA,1131.1,637,561,1206,NA,NA,164,441,603,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","NPB","Hiroshim",1984,130,75,45,10,130,4924,4330,635,1186,196,16,167,140,51,443,0.274,0.339,0.442,NA,NA,NA,NA,1149.2,494,430,1099,NA,NA,127,426,742,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","NPB","Lotte Or",1984,130,64,51,15,130,4956,4371,632,1202,210,22,149,92,62,456,0.275,0.341,0.435,NA,NA,NA,NA,1146.1,602,537,1111,NA,NA,165,493,572,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","NPB","Nankai H",1984,130,53,65,12,130,4959,4335,633,1164,208,19,159,96,53,477,0.269,0.338,0.435,NA,NA,NA,NA,1142.2,697,621,1218,NA,NA,171,518,553,4.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","NPB","Nippon H",1984,130,44,73,13,130,4825,4281,571,1110,190,16,144,101,46,407,0.259,0.322,0.412,NA,NA,NA,NA,1137.2,688,629,1177,NA,NA,176,529,570,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","NPB","Osaka Ki",1984,130,58,61,11,130,4914,4343,609,1114,161,13,174,91,48,477,0.257,0.328,0.42,NA,NA,NA,NA,1151.2,647,558,1148,NA,NA,167,447,500,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","NPB","Seibu Li",1984,130,62,61,7,130,4833,4214,593,1078,200,20,153,86,47,481,0.256,0.33,0.422,NA,NA,NA,NA,1134,565,516,1105,NA,NA,141,401,600,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","NPB","Yakult S",1984,130,51,71,8,130,4907,4313,530,1139,170,18,101,49,38,428,0.264,0.328,0.382,NA,NA,NA,NA,1133.2,653,599,1216,NA,NA,177,486,619,4.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","NPB","Yokohama",1984,130,46,77,7,130,4851,4274,484,1122,160,19,100,110,53,428,0.263,0.327,0.379,NA,NA,NA,NA,1137.2,638,575,1223,NA,NA,145,406,716,4.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","NPB","Yomiuri ",1984,130,67,54,9,130,4956,4380,637,1173,214,22,186,94,41,468,0.268,0.337,0.454,NA,NA,NA,NA,1153.1,517,469,1073,NA,NA,136,464,725,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","NPB","Chunichi",1985,130,56,61,13,130,4942,4370,537,1159,178,23,136,80,52,447,0.265,0.332,0.41,NA,NA,NA,NA,1158.1,596,525,1231,NA,NA,152,448,718,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","NPB","Hankyu B",1985,130,64,61,5,130,5095,4376,758,1197,186,21,197,156,50,578,0.274,0.355,0.461,NA,NA,NA,NA,1146.2,698,634,1236,NA,NA,183,482,620,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","NPB","Hanshin ",1985,130,74,49,7,130,5096,4414,731,1258,190,16,219,60,21,508,0.285,0.356,0.484,NA,NA,NA,NA,1154.1,593,533,1190,NA,NA,169,449,686,4.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","NPB","Hiroshim",1985,130,68,57,5,130,5024,4321,615,1171,142,17,160,178,61,535,0.271,0.348,0.423,NA,NA,NA,NA,1154.1,570,530,1178,NA,NA,147,507,701,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"560","NPB","Lotte Or",1985,130,64,60,6,130,5064,4455,720,1279,189,21,168,98,47,456,0.287,0.35,0.452,NA,NA,NA,NA,1148.2,711,613,1263,NA,NA,165,491,642,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","NPB","Nankai H",1985,130,44,76,10,130,4958,4361,603,1133,196,19,149,91,50,484,0.26,0.332,0.416,NA,NA,NA,NA,1141.2,740,641,1237,NA,NA,182,498,484,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","NPB","Nippon H",1985,130,53,65,12,130,5018,4370,636,1158,174,15,169,51,31,505,0.265,0.339,0.428,NA,NA,NA,NA,1149,627,556,1098,NA,NA,165,570,730,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","NPB","Osaka Ki",1985,130,63,60,7,130,4962,4374,678,1189,195,18,212,71,39,479,0.272,0.342,0.47,NA,NA,NA,NA,1137.1,731,644,1246,NA,NA,191,534,543,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","NPB","Seibu Li",1985,130,79,45,6,130,5007,4302,655,1168,188,26,155,93,43,563,0.272,0.353,0.435,NA,NA,NA,NA,1155.1,543,490,1044,NA,NA,164,490,645,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","NPB","Yakult S",1985,130,46,74,10,130,4923,4370,550,1155,185,13,143,29,23,416,0.264,0.326,0.411,NA,NA,NA,NA,1142,664,603,1239,NA,NA,148,511,622,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","NPB","Yokohama",1985,130,57,61,12,130,4966,4361,589,1166,185,22,132,188,84,467,0.267,0.337,0.411,NA,NA,NA,NA,1155.2,653,589,1208,NA,NA,171,442,622,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","NPB","Yomiuri ",1985,130,61,60,9,130,5008,4380,616,1221,217,11,157,78,36,472,0.279,0.346,0.441,NA,NA,NA,NA,1147,562,505,1084,NA,NA,160,488,804,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","NPB","Chunichi",1986,130,54,67,9,130,4771,4317,432,1046,156,15,131,90,54,314,0.242,0.292,0.376,NA,NA,NA,NA,1157,519,476,1105,NA,NA,152,356,766,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","NPB","Hankyu B",1986,130,63,57,10,130,5041,4431,631,1228,197,18,180,100,43,512,0.277,0.35,0.452,NA,NA,NA,NA,1149.1,576,525,1183,NA,NA,165,419,710,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","NPB","Hanshin ",1986,130,60,60,10,130,4918,4396,574,1191,190,16,184,58,49,399,0.271,0.33,0.447,NA,NA,NA,NA,1142.1,536,468,1136,NA,NA,127,346,762,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","NPB","Hiroshim",1986,130,73,46,11,130,4797,4322,511,1099,193,14,137,134,44,358,0.254,0.31,0.401,NA,NA,NA,NA,1162.2,420,373,1042,NA,NA,114,329,929,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","NPB","Lotte Or",1986,130,57,64,9,130,4964,4376,622,1229,169,14,171,94,43,417,0.281,0.341,0.443,NA,NA,NA,NA,1135.2,609,548,1192,NA,NA,169,435,713,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","NPB","Nankai H",1986,130,49,73,8,130,4726,4256,459,1067,152,11,136,70,60,378,0.251,0.311,0.387,NA,NA,NA,NA,1137.1,626,564,1217,NA,NA,168,417,616,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574","NPB","Nippon H",1986,130,57,65,8,130,4917,4366,548,1143,185,23,151,82,36,435,0.262,0.327,0.418,NA,NA,NA,NA,1151.1,571,525,1174,NA,NA,170,401,734,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"575","NPB","Osaka Ki",1986,130,66,52,12,130,4858,4385,611,1188,204,26,183,56,36,354,0.271,0.323,0.455,NA,NA,NA,NA,1145.1,622,552,1218,NA,NA,181,463,701,4.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","NPB","Seibu Li",1986,130,68,49,13,130,4923,4336,647,1217,189,27,185,129,61,429,0.281,0.343,0.465,NA,NA,NA,NA,1147.2,514,471,1088,NA,NA,153,390,769,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","NPB","Yakult S",1986,130,49,77,4,130,4810,4332,480,1093,169,14,119,59,30,321,0.252,0.302,0.38,NA,NA,NA,NA,1145.1,620,544,1254,NA,NA,150,387,622,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","NPB","Yokohama",1986,130,56,69,5,130,4723,4283,482,1130,204,27,84,180,79,305,0.264,0.311,0.383,NA,NA,NA,NA,1142.2,547,484,1178,NA,NA,142,292,720,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","NPB","Yomiuri ",1986,130,75,48,7,130,4878,4368,600,1181,207,33,155,86,33,377,0.27,0.326,0.439,NA,NA,NA,NA,1155.2,437,401,1025,NA,NA,125,364,892,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","NPB","Chunichi",1987,130,68,51,11,130,4813,4319,571,1145,206,22,168,65,41,372,0.265,0.322,0.44,NA,NA,NA,NA,1148.2,492,465,1113,NA,NA,133,383,782,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581","NPB","Hankyu B",1987,130,64,56,10,130,4938,4407,584,1198,208,8,152,62,29,415,0.272,0.333,0.426,NA,NA,NA,NA,1153,542,498,1143,NA,NA,142,387,751,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","NPB","Hanshin ",1987,130,41,83,6,130,4734,4319,437,1045,153,17,140,40,21,323,0.242,0.293,0.382,NA,NA,NA,NA,1124.2,607,545,1194,NA,NA,176,368,760,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","NPB","Hiroshim",1987,130,65,55,10,130,4894,4336,549,1163,183,17,143,107,41,402,0.268,0.329,0.417,NA,NA,NA,NA,1156.2,450,403,1064,NA,NA,129,333,918,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","NPB","Lotte Or",1987,130,51,65,14,130,4783,4284,518,1132,184,21,104,152,67,352,0.264,0.318,0.39,NA,NA,NA,NA,1136.2,525,464,1127,NA,NA,128,413,741,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","NPB","Nankai H",1987,130,57,63,10,130,4872,4231,502,1104,134,8,132,58,49,488,0.261,0.335,0.39,NA,NA,NA,NA,1143.2,556,490,1191,NA,NA,118,409,637,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","NPB","Nippon H",1987,130,63,60,7,130,4848,4294,561,1111,170,13,128,64,40,435,0.259,0.325,0.394,NA,NA,NA,NA,1135.1,562,500,1131,NA,NA,150,418,748,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","NPB","Osaka Ki",1987,130,52,69,9,130,4915,4438,528,1198,187,16,135,81,40,348,0.27,0.32,0.411,NA,NA,NA,NA,1150.2,599,539,1163,NA,NA,164,450,682,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","NPB","Seibu Li",1987,130,71,45,14,130,4760,4237,525,1056,160,18,153,123,52,389,0.249,0.311,0.404,NA,NA,NA,NA,1161.2,434,382,1044,NA,NA,102,350,635,2.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","NPB","Yakult S",1987,130,58,64,8,130,4835,4307,553,1120,163,21,159,30,22,386,0.26,0.319,0.418,NA,NA,NA,NA,1144.1,637,573,1247,NA,NA,159,368,657,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","NPB","Yokohama",1987,130,56,68,6,130,4823,4365,516,1130,185,32,113,116,51,338,0.259,0.31,0.394,NA,NA,NA,NA,1142.2,601,541,1162,NA,NA,150,378,716,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","NPB","Yomiuri ",1987,130,76,43,11,130,4839,4361,608,1224,192,17,159,55,31,327,0.281,0.328,0.442,NA,NA,NA,NA,1153.2,447,392,1047,NA,NA,135,318,842,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","NPB","Chunichi",1988,130,79,46,5,130,4909,4250,549,1096,227,22,131,84,60,468,0.258,0.328,0.414,NA,NA,NA,NA,1174.1,483,417,1105,NA,NA,123,407,784,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","NPB","Hankyu B",1988,130,60,68,2,130,4858,4302,532,1134,173,20,117,51,31,429,0.264,0.328,0.395,NA,NA,NA,NA,1140.2,578,517,1152,NA,NA,159,423,646,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","NPB","Hanshin ",1988,130,51,77,2,130,4777,4224,444,1046,178,22,82,69,36,381,0.248,0.308,0.358,NA,NA,NA,NA,1140.1,525,484,1138,NA,NA,128,443,667,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","NPB","Hiroshim",1988,130,65,62,3,130,4822,4249,447,1035,152,24,105,98,52,420,0.244,0.31,0.365,NA,NA,NA,NA,1168.2,442,397,1052,NA,NA,114,376,964,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","NPB","Lotte Or",1988,130,54,74,2,130,4884,4333,486,1136,191,16,100,106,35,399,0.262,0.322,0.383,NA,NA,NA,NA,1144.2,601,557,1053,NA,NA,147,559,833,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","NPB","Nankai H",1988,130,58,71,1,130,4933,4302,578,1149,156,21,162,75,54,498,0.267,0.34,0.426,NA,NA,NA,NA,1140,607,516,1215,NA,NA,138,420,604,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","NPB","Nippon H",1988,130,62,65,3,130,4790,4256,455,1043,164,10,101,43,25,396,0.245,0.307,0.359,NA,NA,NA,NA,1155.2,448,400,1066,NA,NA,123,436,795,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599","NPB","Osaka Ki",1988,130,74,52,4,130,4709,4188,515,1058,173,22,154,46,27,386,0.253,0.314,0.415,NA,NA,NA,NA,1143.1,446,410,1095,NA,NA,107,403,713,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
