,Yr,Team,RA/G,W,L,WP,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
0,1983,Hanshin ,4.65,62,63,.496,4.22,4.75,130,130,108,22,9,21,1144.0,1211,604,536,159,356,33,593,37,6,25,4926,1.370,9.5,1.3,2.8,4.7,1.67
0,1983,Yakult S,4.65,53,69,.434,4.52,4.75,130,130,98,32,9,15,1144.0,1184,604,574,173,425,36,604,31,3,16,4947,1.406,9.3,1.4,3.3,4.8,1.42
0,1983,Yokohama,4.85,61,61,.500,4.52,4.96,130,130,105,25,8,27,1146.0,1188,631,576,167,451,59,693,28,7,19,4986,1.430,9.3,1.3,3.5,5.4,1.54
0,1982,Yomiuri ,3.38,66,50,.569,2.93,3.42,130,130,75,55,11,13,1156.2,1043,439,377,117,294,18,751,28,2,8,4734,1.156,8.1,0.9,2.3,5.8,2.55
0,1982,Chunichi,3.68,64,47,.577,3.27,3.75,130,130,110,20,8,30,1148.1,1106,478,417,125,365,48,744,31,4,17,4837,1.281,8.7,1.0,2.9,5.8,2.04
0,1982,Hiroshim,3.79,59,58,.504,3.30,3.84,130,130,87,43,10,14,1154.0,1094,493,423,127,335,32,745,34,2,21,4832,1.238,8.5,1.0,2.6,5.8,2.22
0,1982,Hanshin ,3.82,65,57,.533,3.44,3.88,130,130,119,11,14,32,1149.2,1092,496,439,121,315,27,668,31,5,18,4791,1.224,8.5,0.9,2.5,5.2,2.12
0,1982,Yakult S,3.99,45,75,.375,3.65,4.08,130,130,103,27,6,17,1145.2,1093,519,464,143,353,34,629,42,3,14,4806,1.262,8.6,1.1,2.8,4.9,1.78
0,1982,Yokohama,4.27,53,65,.449,3.92,4.36,130,130,115,15,8,32,1145.1,1169,555,499,120,385,57,654,23,1,19,4914,1.357,9.2,0.9,3.0,5.1,1.70
0,1981,Yomiuri ,3.22,73,48,.603,2.88,3.24,130,130,83,47,14,22,1161.2,983,418,372,125,319,29,833,23,2,8,4686,1.121,7.6,1.0,2.5,6.5,2.61
0,1981,Hanshin ,3.69,67,58,.536,3.32,3.77,130,130,92,38,6,22,1147.0,1074,480,423,118,314,42,779,33,4,16,4759,1.210,8.4,0.9,2.5,6.1,2.48
0,1981,Hiroshim,3.99,67,54,.554,3.66,4.08,130,130,87,43,8,17,1146.0,1161,519,466,135,282,38,660,32,1,17,4786,1.259,9.1,1.1,2.2,5.2,2.34
0,1981,Chunichi,4.13,58,65,.472,3.71,4.21,130,130,111,19,2,26,1147.1,1155,537,473,152,386,51,664,41,2,14,4884,1.343,9.1,1.2,3.0,5.2,1.72
0,1981,Yakult S,4.55,56,58,.491,4.30,4.64,130,130,106,24,2,24,1146.0,1214,591,548,145,378,33,671,46,7,20,4925,1.389,9.5,1.1,3.0,5.3,1.78
0,1981,Yokohama,4.68,42,80,.344,4.41,4.82,130,130,109,21,1,20,1136.0,1303,609,557,131,375,45,628,28,3,18,4955,1.477,10.3,1.0,3.0,5.0,1.67
0,1980,Yomiuri ,3.46,61,60,.504,2.95,3.52,130,130,86,44,14,20,1149.2,1023,450,377,134,345,34,865,24,2,7,4710,1.190,8.0,1.0,2.7,6.8,2.51
0,1980,Yakult S,3.55,68,52,.567,3.17,3.62,130,130,89,41,12,18,1149.2,1076,462,405,126,372,26,664,40,7,13,4778,1.259,8.4,1.0,2.9,5.2,1.78
0,1980,Hiroshim,3.66,73,44,.624,3.37,3.72,130,130,94,36,8,24,1152.0,1131,476,431,132,301,30,666,34,2,7,4791,1.243,8.8,1.0,2.4,5.2,2.21
0,1980,Hanshin ,4.22,54,66,.450,3.73,4.29,130,130,90,40,1,17,1151.2,1084,549,477,165,321,29,731,55,5,18,4806,1.220,8.5,1.3,2.5,5.7,2.28
0,1980,Yokohama,4.52,59,62,.488,4.18,4.63,130,130,97,33,2,19,1141.0,1212,587,530,139,400,37,696,39,8,10,4923,1.413,9.6,1.1,3.2,5.5,1.74
0,1980,Chunichi,4.92,45,76,.372,4.42,5.00,130,130,115,15,4,23,1151.1,1219,639,566,153,403,29,623,40,5,19,5007,1.409,9.5,1.2,3.2,4.9,1.55
0,1979,Hiroshim,4.02,67,50,.573,3.74,4.10,130,130,101,29,12,27,1148.2,1116,523,477,151,310,18,791,37,0,13,4807,1.241,8.7,1.2,2.4,6.2,2.55
0,1979,Yomiuri ,4.22,58,62,.483,3.85,4.33,130,130,103,27,9,22,1142.0,1063,549,488,145,423,29,849,32,3,15,4827,1.301,8.4,1.1,3.3,6.7,2.01
0,1979,Yokohama,4.32,59,54,.522,4.05,4.40,130,130,99,31,10,20,1148.1,1121,562,517,156,415,23,770,29,1,15,4896,1.338,8.8,1.2,3.3,6.0,1.86
0,1979,Chunichi,4.35,59,57,.509,3.97,4.41,130,130,114,16,10,31,1154.0,1180,566,509,163,398,19,682,34,1,17,4915,1.367,9.2,1.3,3.1,5.3,1.71
0,1979,Hanshin ,4.63,61,60,.504,4.15,4.73,130,130,103,27,11,26,1145.1,1126,602,528,157,403,40,773,60,3,25,4937,1.335,8.8,1.2,3.2,6.1,1.92
0,1979,Yakult S,4.97,48,69,.410,4.59,5.12,130,130,116,14,6,17,1136.1,1222,646,580,173,412,42,702,40,1,12,4938,1.438,9.7,1.4,3.3,5.6,1.70
0,1978,Yomiuri ,3.91,65,49,.570,3.61,3.96,130,130,107,23,6,29,1154.2,1052,508,463,112,486,41,734,43,4,23,4867,1.332,8.2,0.9,3.8,5.7,1.51
0,1978,Yokohama,4.26,64,57,.529,3.90,4.36,130,130,98,32,8,19,1142.1,1106,554,495,136,419,43,691,50,1,9,4861,1.335,8.7,1.1,3.3,5.4,1.65
0,1978,Hiroshim,4.58,62,50,.554,4.38,4.68,130,130,92,38,5,15,1145.0,1169,596,557,146,428,16,682,36,2,17,4961,1.395,9.2,1.1,3.4,5.4,1.59
0,1978,Yakult S,4.87,68,46,.596,4.38,4.97,130,130,103,27,7,20,1146.0,1236,633,558,158,436,42,631,38,3,17,5001,1.459,9.7,1.2,3.4,5.0,1.45
0,1978,Chunichi,4.88,53,71,.427,4.45,5.05,130,130,115,15,8,28,1132.2,1230,635,560,179,422,20,561,43,3,9,4962,1.459,9.8,1.4,3.4,4.5,1.33
0,1978,Hanshin ,5.22,41,80,.339,4.79,5.39,130,130,115,15,4,15,1132.1,1190,678,603,179,406,27,653,39,5,26,4921,1.409,9.5,1.4,3.2,5.2,1.61
0,1977,Yomiuri ,3.88,80,46,.635,3.48,3.95,130,130,101,29,11,31,1147.0,1101,504,444,148,432,44,720,29,4,19,4863,1.337,8.6,1.2,3.4,5.6,1.67
0,1977,Yakult S,4.25,62,58,.517,4.01,4.35,130,130,102,28,5,17,1143.2,1173,553,510,157,341,24,666,50,1,13,4853,1.324,9.2,1.2,2.7,5.2,1.95
0,1977,Hanshin ,4.54,55,63,.466,4.38,4.69,130,130,96,34,8,13,1133.0,1122,590,552,157,400,16,652,47,6,7,4872,1.343,8.9,1.2,3.2,5.2,1.63
0,1977,Chunichi,4.72,64,61,.512,4.38,4.84,130,130,107,23,8,21,1142.1,1169,614,556,195,370,25,642,53,3,9,4891,1.347,9.2,1.5,2.9,5.1,1.74
0,1977,Hiroshim,5.17,51,67,.432,4.83,5.35,130,130,99,31,2,13,1131.0,1246,672,607,197,440,16,669,40,1,17,5000,1.491,9.9,1.6,3.5,5.3,1.52
0,1977,Taiyo Wh,5.28,51,68,.429,4.94,5.45,130,130,111,19,5,16,1135.1,1242,687,623,196,502,33,722,45,5,18,5059,1.536,9.8,1.6,4.0,5.7,1.44
0,1976,Hanshin ,3.85,72,45,.615,3.54,3.91,130,130,106,24,5,29,1151.1,1232,500,453,193,276,23,628,43,5,9,4808,1.310,9.6,1.5,2.2,4.9,2.28
0,1976,Yomiuri ,3.88,76,45,.628,3.58,3.97,130,130,93,37,10,18,1145.0,1051,505,456,144,401,23,741,32,1,17,4776,1.268,8.3,1.1,3.2,5.8,1.85
0,1976,Yakult S,4.27,52,68,.433,3.88,4.42,130,130,91,39,9,10,1130.2,1156,555,488,156,315,19,607,28,1,4,4770,1.301,9.2,1.2,2.5,4.8,1.93
0,1976,Hiroshim,4.35,61,58,.513,4.01,4.45,130,130,95,35,7,20,1143.1,1183,565,510,157,363,22,756,45,2,10,4886,1.352,9.3,1.2,2.9,6.0,2.08
0,1976,Chunichi,4.69,54,66,.450,4.50,4.82,130,130,117,13,5,29,1138.1,1205,610,569,199,357,37,552,40,6,12,4880,1.372,9.5,1.6,2.8,4.4,1.55
0,1976,Taiyo Wh,4.76,45,78,.366,4.45,4.92,130,130,97,33,4,12,1131.1,1132,619,559,166,502,36,671,53,0,9,4916,1.444,9.0,1.3,4.0,5.3,1.34
0,1975,Hiroshim,3.24,72,47,.605,2.96,3.29,130,130,91,39,13,17,1150.2,1002,421,378,109,357,27,670,40,1,15,4744,1.181,7.8,0.9,2.8,5.2,1.88
0,1975,Chunichi,3.58,69,53,.566,3.19,3.64,130,130,106,24,10,28,1152.2,1035,466,408,139,287,44,636,53,2,8,4700,1.147,8.1,1.1,2.2,5.0,2.22
0,1975,Yakult S,3.62,57,64,.471,3.31,3.62,130,130,106,24,12,16,1168.2,1093,470,430,122,343,38,645,23,3,5,4818,1.229,8.4,0.9,2.6,5.0,1.88
0,1975,Hanshin ,3.75,68,55,.553,3.34,3.79,130,130,101,29,9,22,1156.0,1120,487,429,115,314,35,602,34,0,13,4796,1.240,8.7,0.9,2.4,4.7,1.92
0,1975,Yomiuri ,3.92,47,76,.382,3.53,4.06,130,130,101,29,10,8,1130.2,1083,510,443,124,384,35,606,49,2,18,4759,1.297,8.6,1.0,3.1,4.8,1.58
0,1975,Taiyo Wh,4.22,51,69,.425,3.93,4.30,130,130,110,20,8,12,1147.1,1140,548,501,138,480,32,672,50,2,16,4915,1.412,8.9,1.1,3.8,5.3,1.40
0,1974,Yakult S,3.52,60,63,.488,3.14,3.58,130,130,88,42,8,17,1152.0,1016,458,402,128,333,23,646,24,4,5,4672,1.171,7.9,1.0,2.6,5.0,1.94
0,1974,Yomiuri ,3.54,71,50,.587,3.05,3.62,130,130,89,41,14,16,1143.0,1019,460,387,116,356,43,624,42,0,12,4721,1.203,8.0,0.9,2.8,4.9,1.75
0,1974,Hiroshim,3.80,54,72,.429,3.61,3.84,128,128,88,40,9,10,1142.1,1049,487,458,139,389,37,746,50,2,3,4752,1.259,8.3,1.1,3.1,5.9,1.92
0,1974,Hanshin ,3.83,57,64,.471,3.45,3.93,130,130,85,45,11,10,1140.2,1086,498,437,137,337,28,662,25,2,9,4755,1.248,8.6,1.1,2.7,5.2,1.96
0,1974,Chunichi,4.13,70,49,.588,3.75,4.19,130,130,99,31,14,12,1154.1,1076,537,481,149,326,36,633,54,1,17,4798,1.215,8.4,1.2,2.5,4.9,1.94
0,1974,Taiyo Wh,4.58,55,69,.444,4.28,4.75,130,130,102,28,3,15,1129.1,1119,596,537,157,441,19,641,59,4,13,4868,1.381,8.9,1.3,3.5,5.1,1.45
0,1973,Hanshin ,3.11,64,59,.520,2.82,3.10,130,130,84,46,17,,1173.0,1008,404,368,100,336,34,679,29,1,7,4766,1.146,7.7,0.8,2.6,5.2,2.02
0,1973,Yakult A,3.12,62,65,.488,2.60,3.13,130,130,97,33,13,,1168.1,977,406,338,96,362,49,720,28,1,9,4764,1.146,7.5,0.7,2.8,5.5,1.99
0,1973,Chunichi,3.33,64,61,.512,2.99,3.36,130,130,85,45,16,,1161.0,991,433,386,115,337,34,546,37,4,9,4730,1.144,7.7,0.9,2.6,4.2,1.62
0,1973,Hiroshim,3.35,60,67,.472,3.04,3.38,130,130,99,31,12,,1159.1,1017,436,392,122,341,21,700,35,3,7,4806,1.171,7.9,0.9,2.6,5.4,2.05
0,1973,Yomiuri ,3.62,66,60,.524,3.25,3.68,130,130,77,53,14,,1150.2,1018,470,416,137,437,36,768,26,2,17,4822,1.264,8.0,1.1,3.4,6.0,1.76
0,1973,Taiyo Wh,3.69,60,64,.484,3.30,3.71,130,130,94,36,13,,1165.2,1052,480,428,109,374,37,599,45,4,10,4806,1.223,8.1,0.8,2.9,4.6,1.60
0,1972,Hanshin ,3.32,71,56,.559,3.00,3.30,130,130,95,35,14,,1176.2,1019,431,392,106,310,35,692,30,1,13,4734,1.129,7.8,0.8,2.4,5.3,2.23
0,1972,Yomiuri ,3.78,74,52,.587,3.44,3.82,130,130,78,52,6,,1160.2,1077,492,443,120,447,16,741,30,4,20,4904,1.313,8.4,0.9,3.5,5.7,1.66
0,1972,Chunichi,3.78,67,59,.532,3.29,3.78,130,130,100,30,13,,1170.1,1059,491,428,146,353,43,591,43,2,10,4825,1.206,8.1,1.1,2.7,4.5,1.67
0,1972,Taiyo Wh,4.02,57,69,.452,3.66,4.08,130,130,103,27,5,,1152.1,1078,523,468,128,424,42,632,60,4,15,4842,1.303,8.4,1.0,3.3,4.9,1.49
0,1972,Hiroshim,4.02,49,75,.395,3.57,4.00,130,130,90,40,10,,1173.2,1055,522,466,147,376,34,700,39,1,11,4881,1.219,8.1,1.1,2.9,5.4,1.86
0,1972,Yakult A,4.18,60,67,.472,3.73,4.20,130,130,96,34,12,,1163.1,1051,543,482,126,409,35,618,34,1,9,4852,1.255,8.1,1.0,3.2,4.8,1.51
0,1971,Taiyo Wh,2.72,61,59,.508,2.31,2.70,130,130,108,22,18,,1178.1,933,354,303,82,339,20,682,47,2,16,4731,1.079,7.1,0.6,2.6,5.2,2.01
0,1971,Hanshin ,3.17,57,64,.471,2.76,3.20,130,130,90,40,19,,1157.2,979,412,355,102,329,32,726,36,3,17,4668,1.130,7.6,0.8,2.6,5.6,2.21
0,1971,Chunichi,3.27,65,60,.520,2.97,3.28,130,130,105,25,11,,1166.0,1023,425,385,101,328,28,590,52,4,6,4738,1.159,7.9,0.8,2.5,4.6,1.80
0,1971,Yomiuri ,3.34,70,52,.574,2.94,3.37,130,130,87,43,14,,1158.0,937,434,378,103,369,27,755,40,2,25,4713,1.128,7.3,0.8,2.9,5.9,2.05
0,1971,Hiroshim,3.42,63,61,.508,3.11,3.46,130,130,103,27,15,,1156.0,983,444,399,116,285,16,645,53,2,6,4678,1.097,7.7,0.9,2.2,5.0,2.26
0,1971,Yakult A,3.47,52,72,.419,3.03,3.50,130,130,93,37,10,,1159.2,962,451,390,112,452,41,618,41,3,7,4772,1.219,7.5,0.9,3.5,4.8,1.37
0,1970,Hanshin ,2.58,77,49,.611,2.36,2.56,130,130,76,54,22,,1177.0,896,335,308,96,282,31,878,29,1,13,4618,1.001,6.9,0.7,2.2,6.7,3.11
0,1970,Yomiuri ,2.81,79,47,.627,2.46,2.80,130,130,78,52,15,,1173.2,923,365,321,99,327,25,839,37,0,12,4695,1.065,7.1,0.8,2.5,6.4,2.57
0,1970,Taiyo Wh,3.07,69,57,.548,2.75,3.11,130,130,94,36,13,,1155.1,929,399,353,108,278,21,736,57,2,14,4628,1.045,7.2,0.8,2.2,5.7,2.65
0,1970,Hiroshim,3.24,62,60,.508,3.00,3.28,130,130,90,40,19,,1155.2,995,421,385,119,251,23,702,44,5,12,4630,1.078,7.7,0.9,2.0,5.5,2.80
0,1970,Chunichi,3.55,55,70,.440,3.20,3.59,130,130,96,34,13,,1159.0,1043,462,412,112,337,27,642,35,4,10,4752,1.191,8.1,0.9,2.6,5.0,1.91
0,1970,Yakult A,4.25,33,92,.264,3.78,4.31,130,130,114,16,7,,1154.0,1147,552,485,108,412,25,614,46,1,17,4894,1.351,8.9,0.8,3.2,4.8,1.49
0,1969,Hanshin ,2.72,68,59,.535,2.41,2.71,130,130,83,47,19,,1174.0,953,353,314,104,284,12,847,34,0,10,4653,1.054,7.3,0.8,2.2,6.5,2.98
0,1969,Chunichi,3.62,59,65,.476,3.11,3.58,130,130,103,27,13,,1180.1,1039,470,408,152,325,17,741,43,5,7,4809,1.156,7.9,1.2,2.5,5.7,2.28
0,1969,Taiyo Wh,3.62,61,61,.500,3.19,3.62,130,130,102,28,14,,1169.0,1008,470,414,130,365,25,827,50,3,20,4806,1.175,7.8,1.0,2.8,6.4,2.27
0,1969,Yomiuri ,3.63,73,51,.589,3.31,3.63,130,130,82,48,9,,1170.2,991,472,430,146,369,15,805,39,4,18,4801,1.162,7.6,1.1,2.8,6.2,2.18
0,1969,Hiroshim,3.72,56,70,.444,3.24,3.71,130,130,127,3,10,,1170.1,1041,483,421,121,291,23,734,43,2,11,4797,1.138,8.0,0.9,2.2,5.6,2.52
0,1969,Sankei A,4.38,58,69,.457,3.71,4.42,130,130,108,22,2,,1157.2,1113,569,477,138,350,15,694,53,2,16,4870,1.264,8.7,1.1,2.7,5.4,1.98
0,1968,Hanshin ,3.15,72,58,.554,2.66,3.12,133,133,69,64,16,,1209.1,968,419,358,117,308,17,987,33,0,17,4815,1.055,7.2,0.9,2.3,7.3,3.20
0,1968,Hiroshim,3.35,68,62,.523,2.91,3.36,134,134,87,47,15,,1204.1,1004,449,389,121,287,23,841,34,2,15,4847,1.072,7.5,0.9,2.1,6.3,2.93
0,1968,Yomiuri ,3.70,77,53,.592,3.35,3.73,134,134,95,39,14,,1197.2,1035,496,446,161,428,18,728,27,2,23,4921,1.222,7.8,1.2,3.2,5.5,1.70
0,1968,Sankei A,3.71,64,66,.492,3.28,3.68,134,134,106,28,9,,1215.1,1100,497,443,161,342,22,701,45,0,22,5010,1.187,8.1,1.2,2.5,5.2,2.05
0,1968,Taiyo Wh,4.20,59,71,.454,3.71,4.21,133,133,111,22,11,,1192.0,1178,558,491,137,380,12,756,56,0,15,5038,1.307,8.9,1.0,2.9,5.7,1.99
0,1968,Chunichi,4.32,50,80,.385,3.72,4.28,134,134,102,32,5,,1217.0,1128,579,503,169,397,41,805,34,2,5,5108,1.253,8.3,1.2,2.9,6.0,2.03
0,1967,Hanshin ,3.10,70,60,.538,2.60,3.16,136,136,90,46,12,,1200.0,927,421,347,102,373,18,862,36,1,10,4796,1.083,7.0,0.8,2.8,6.5,2.31
0,1967,Yomiuri ,3.21,84,46,.646,2.87,3.26,134,134,83,51,16,,1186.2,1025,430,379,117,305,23,726,34,2,19,4808,1.121,7.8,0.9,2.3,5.5,2.38
0,1967,Taiyo Wh,3.79,59,71,.454,3.28,3.87,135,135,112,23,12,,1189.2,1131,511,434,114,346,29,725,41,3,19,4974,1.242,8.6,0.9,2.6,5.5,2.10
0,1967,Hiroshim,3.88,47,83,.362,3.41,3.91,138,138,110,28,7,,1234.1,1182,536,468,133,312,23,682,30,1,9,5084,1.210,8.6,1.0,2.3,5.0,2.19
0,1967,Chunichi,3.89,72,58,.554,3.31,3.89,134,134,100,34,11,,1205.1,1169,521,443,131,320,32,666,32,2,16,5016,1.235,8.7,1.0,2.4,5.0,2.08
0,1967,Sankei A,4.06,58,72,.446,3.68,4.10,135,135,106,29,4,,1201.2,1153,548,492,146,318,34,630,41,1,11,5021,1.224,8.6,1.1,2.4,4.7,1.98
0,1966,Yomiuri ,2.50,89,41,.685,2.24,2.49,134,134,80,54,22,,1211.0,959,335,301,91,302,37,638,30,1,10,4782,1.041,7.1,0.7,2.2,4.7,2.11
0,1966,Hanshin ,2.96,64,66,.492,2.52,2.99,135,135,81,54,21,,1200.0,1014,399,336,70,299,16,672,45,2,8,4827,1.094,7.6,0.5,2.2,5.0,2.25
0,1966,Chunichi,3.03,76,54,.585,2.54,3.05,132,132,96,36,12,,1181.2,971,400,333,94,327,35,639,27,3,13,4753,1.098,7.4,0.7,2.5,4.9,1.95
0,1966,Sankei A,3.52,52,78,.400,3.16,3.54,135,135,100,35,12,,1208.0,1079,475,424,111,342,54,549,31,2,4,4983,1.176,8.0,0.8,2.5,4.1,1.61
0,1966,Hiroshim,3.76,57,73,.438,3.45,3.81,136,136,101,35,14,,1208.0,1116,512,463,105,294,23,636,27,0,11,4932,1.167,8.3,0.8,2.2,4.7,2.16
0,1966,Taiyo Wh,4.28,52,78,.400,3.74,4.35,130,130,105,25,6,,1151.2,1118,557,479,127,356,35,583,48,4,14,4850,1.280,8.7,1.0,2.8,4.6,1.64
0,1965,Hanshin ,2.81,71,66,.518,2.47,2.83,140,140,80,60,32,,1252.1,1021,394,344,68,313,23,669,21,3,15,4951,1.065,7.3,0.5,2.2,4.8,2.14
0,1965,Yomiuri ,2.89,91,47,.659,2.54,2.88,140,140,106,34,17,,1263.1,1018,404,357,100,287,20,719,25,2,11,4968,1.033,7.3,0.7,2.0,5.1,2.51
0,1965,Chunichi,3.08,77,59,.566,2.60,3.05,140,140,108,32,12,,1271.0,1085,431,367,90,366,29,702,29,2,17,5159,1.142,7.7,0.6,2.6,5.0,1.92
0,1965,Hiroshim,3.22,59,77,.434,2.84,3.22,140,140,118,22,15,,1259.1,1096,451,397,115,336,31,610,22,1,8,5077,1.137,7.8,0.8,2.4,4.4,1.82
0,1965,Taiyo Wh,3.36,68,70,.493,2.81,3.37,140,140,111,29,16,,1254.1,1066,470,392,89,426,26,729,36,3,29,5146,1.189,7.6,0.6,3.1,5.2,1.71
0,1965,Sankei S,3.81,44,91,.326,3.42,3.82,140,140,111,29,8,,1255.0,1188,533,477,110,378,16,590,30,6,16,5210,1.248,8.5,0.8,2.7,4.2,1.56
0,1964,Hanshin ,3.10,80,56,.588,2.75,3.08,140,140,80,60,17,,1266.1,1061,434,387,103,333,26,663,29,0,17,5070,1.101,7.5,0.7,2.4,4.7,1.99
0,1964,Yomiuri ,3.37,71,69,.507,3.01,3.42,140,140,92,48,17,,1242.1,1125,472,416,112,329,13,614,23,4,12,5043,1.170,8.1,0.8,2.4,4.4,1.87
0,1964,Taiyo Wh,3.54,80,58,.580,3.03,3.48,140,140,104,36,15,,1281.2,1142,496,431,104,408,20,690,44,2,14,5288,1.209,8.0,0.7,2.9,4.8,1.69
0,1964,Hiroshim,3.63,64,73,.467,3.30,3.64,140,140,103,37,12,,1257.1,1157,508,461,137,371,29,580,30,2,5,5174,1.215,8.3,1.0,2.7,4.2,1.56
0,1964,Kokutets,3.89,61,74,.452,3.43,3.84,140,140,95,45,12,,1276.0,1180,545,487,128,404,21,676,25,1,11,5277,1.241,8.3,0.9,2.8,4.8,1.67
0,1964,Chunichi,4.26,57,83,.407,3.63,4.27,140,140,102,38,12,,1257.2,1191,596,507,140,427,28,561,31,0,16,5279,1.287,8.5,1.0,3.1,4.0,1.31
0,1963,Yomiuri ,3.09,83,55,.601,2.57,3.10,140,140,88,52,22,,1252.2,1034,432,358,80,315,19,614,23,4,19,4998,1.077,7.4,0.6,2.3,4.4,1.95
0,1963,Chunichi,3.29,80,57,.584,2.84,3.29,140,140,96,44,14,,1260.0,1074,461,398,98,356,31,519,24,2,11,5083,1.135,7.7,0.7,2.5,3.7,1.46
0,1963,Kokutets,3.49,65,73,.471,3.15,3.48,140,140,99,41,19,,1264.0,1088,489,442,113,416,9,727,24,1,9,5169,1.190,7.7,0.8,3.0,5.2,1.75
0,1963,Hanshin ,3.72,69,70,.496,3.20,3.74,140,140,94,46,14,,1253.0,1164,521,445,115,380,20,595,21,3,9,5177,1.232,8.4,0.8,2.7,4.3,1.57
0,1963,Taiyo Wh,3.86,59,79,.428,3.29,3.92,140,140,106,34,15,,1241.1,1196,540,454,104,480,15,649,43,2,18,5237,1.350,8.7,0.8,3.5,4.7,1.35
0,1963,Hiroshim,4.31,58,80,.420,3.83,4.31,140,140,102,38,14,,1262.2,1226,604,537,145,401,37,568,26,3,4,5307,1.289,8.7,1.0,2.9,4.0,1.42
0,1962,Hanshin ,2.48,75,55,.577,2.03,2.43,133,133,79,54,24,,1221.2,980,330,275,68,253,32,825,23,2,12,4791,1.009,7.2,0.5,1.9,6.1,3.26
0,1962,Yomiuri ,2.95,67,63,.515,2.47,2.88,134,134,100,34,20,,1235.2,993,395,339,80,335,15,754,31,1,17,4933,1.075,7.2,0.6,2.4,5.5,2.25
0,1962,Chunichi,3.06,70,60,.538,2.68,3.03,133,133,83,50,18,,1210.1,1027,407,360,81,219,14,645,29,2,15,4790,1.029,7.6,0.6,1.6,4.8,2.95
0,1962,Kokutets,3.14,51,79,.392,2.61,3.09,134,134,83,51,14,,1226.1,1056,421,356,91,290,20,737,32,0,19,4929,1.098,7.7,0.7,2.1,5.4,2.54
0,1962,Taiyo Wh,3.27,71,59,.546,2.73,3.25,134,134,108,26,20,,1213.1,989,438,368,80,400,14,915,39,2,21,4941,1.145,7.3,0.6,3.0,6.8,2.29
0,1962,Hiroshim,3.68,56,74,.431,3.30,3.69,134,134,97,37,13,,1201.0,1131,493,441,108,340,15,634,26,1,12,4979,1.225,8.5,0.8,2.5,4.8,1.86
0,1961,Kokutets,2.78,67,60,.528,2.29,2.75,130,130,81,49,17,,1183.0,968,361,301,75,276,30,638,17,0,17,4673,1.052,7.4,0.6,2.1,4.9,2.31
0,1961,Yomiuri ,2.95,71,53,.573,2.50,2.91,130,130,107,23,20,,1183.0,968,383,329,68,418,26,675,31,3,16,4831,1.172,7.4,0.5,3.2,5.1,1.61
0,1961,Chunichi,2.96,72,56,.563,2.48,2.94,130,130,87,43,26,,1179.0,976,385,325,66,307,18,747,16,2,10,4726,1.088,7.5,0.5,2.3,5.7,2.43
0,1961,Hanshin ,3.16,60,67,.472,2.60,3.14,130,130,83,47,10,,1178.2,1030,411,340,80,288,23,712,27,4,22,4744,1.118,7.9,0.6,2.2,5.4,2.47
0,1961,Hiroshim,3.57,58,67,.464,3.11,3.59,130,130,100,30,6,,1162.0,1054,464,402,89,346,26,602,20,1,11,4757,1.205,8.2,0.7,2.7,4.7,1.74
0,1961,Taiyo Wh,3.73,50,75,.400,3.10,3.74,130,130,109,21,8,,1167.2,1056,485,402,78,421,23,713,35,3,28,4873,1.265,8.1,0.6,3.2,5.5,1.69
0,1960,Taiyo Wh,2.78,70,56,.556,2.32,2.79,130,130,101,29,26,,1165.1,884,361,301,66,358,34,836,36,2,16,4688,1.066,6.8,0.5,2.8,6.5,2.34
0,1960,Osaka Ti,3.10,64,62,.508,2.62,3.13,130,130,88,42,15,,1159.2,955,403,338,78,273,19,717,28,0,12,4629,1.059,7.4,0.6,2.1,5.6,2.63
0,1960,Hiroshim,3.10,62,61,.504,2.70,3.11,130,130,98,32,16,,1165.1,1012,403,350,65,367,50,612,27,2,8,4761,1.183,7.8,0.5,2.8,4.7,1.67
0,1960,Chunichi,3.49,63,67,.485,3.08,3.53,130,130,96,34,9,,1159.0,1017,454,397,95,323,18,688,20,2,12,4762,1.156,7.9,0.7,2.5,5.3,2.13
0,1960,Yomiuri ,3.53,66,61,.520,3.09,3.56,130,130,89,41,9,,1160.1,1008,459,398,99,340,12,693,29,2,15,4718,1.162,7.8,0.8,2.6,5.4,2.04
0,1960,Kokutets,3.55,54,72,.429,3.09,3.58,130,130,88,42,11,,1157.1,1027,461,397,94,312,29,756,15,1,17,4690,1.157,8.0,0.7,2.4,5.9,2.42
0,1959,Osaka Ti,2.78,62,59,.512,2.37,2.74,130,130,81,49,24,,1187.0,918,362,313,72,254,11,805,23,1,8,4635,0.987,7.0,0.5,1.9,6.1,3.17
0,1959,Yomiuri ,2.94,77,48,.616,2.54,2.94,130,130,81,49,15,,1170.0,916,382,330,75,350,3,723,32,2,23,4689,1.082,7.0,0.6,2.7,5.6,2.07
0,1959,Hiroshim,3.18,59,64,.480,2.62,3.17,130,130,91,39,12,,1174.0,1008,414,342,61,316,30,707,26,2,16,4734,1.128,7.7,0.5,2.4,5.4,2.24
0,1959,Chunichi,3.29,64,61,.512,2.77,3.31,130,130,96,34,15,,1163.1,1002,428,358,83,397,20,724,27,1,21,4845,1.203,7.8,0.6,3.1,5.6,1.82
