,Yr,Team,RA/G,W,L,WP,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
0,1996,Nippon H,3.86,68,58,.540,3.49,3.85,130,130,100,30,7,38,1174.2,1092,502,456,121,416,21,770,36,1,44,4943,1.284,8.4,0.9,3.2,5.9,1.85
0,1996,Seibu Li,4.01,62,64,.492,3.58,4.01,130,130,105,25,10,32,1169.1,1067,521,465,142,477,24,928,36,1,40,4958,1.320,8.2,1.1,3.7,7.1,1.95
0,1996,Chiba Lo,4.04,60,67,.472,3.68,4.05,130,130,112,18,15,33,1166.1,1101,525,477,115,370,14,863,40,4,38,4895,1.261,8.5,0.9,2.9,6.7,2.33
0,1996,Orix Blu,4.07,74,50,.597,3.55,4.02,130,130,109,21,7,32,1185.2,1120,529,468,95,471,18,847,32,2,37,5058,1.342,8.5,0.7,3.6,6.4,1.80
0,1996,Fukuoka ,4.35,54,74,.422,4.04,4.41,130,130,104,26,8,24,1153.0,1240,565,517,112,392,14,823,22,1,43,4991,1.415,9.7,0.9,3.1,6.4,2.10
0,1996,Osaka Ki,4.39,62,67,.481,4.01,4.43,130,130,106,24,9,29,1159.0,1120,571,516,138,478,22,811,35,4,58,4987,1.379,8.7,1.1,3.7,6.3,1.70
0,1995,Seibu Li,3.28,67,57,.540,2.98,3.27,130,130,110,20,18,25,1177.0,1010,427,390,94,375,20,892,33,1,25,4836,1.177,7.7,0.7,2.9,6.8,2.38
0,1995,Orix Blu,3.29,82,47,.636,2.88,3.27,130,130,102,28,13,34,1179.2,1036,428,378,87,398,14,938,25,1,37,4880,1.216,7.9,0.7,3.0,7.2,2.36
0,1995,Chiba Lo,3.55,69,58,.543,3.27,3.57,130,130,105,25,12,32,1163.0,1014,461,423,89,395,24,1004,37,2,44,4824,1.212,7.8,0.7,3.1,7.8,2.54
0,1995,Nippon H,3.87,59,68,.465,3.56,3.88,130,130,106,24,10,31,1165.2,1048,503,461,100,509,28,831,45,2,37,4928,1.336,8.1,0.8,3.9,6.4,1.63
0,1995,Osaka Ki,4.44,49,78,.386,3.97,4.50,130,130,105,25,3,23,1155.0,1151,577,509,132,483,19,825,29,0,52,4968,1.415,9.0,1.0,3.8,6.4,1.71
0,1995,Fukuoka ,4.46,54,72,.429,4.16,4.46,130,130,111,19,3,30,1169.1,1164,580,541,122,444,21,780,38,6,40,5020,1.375,9.0,0.9,3.4,6.0,1.76
0,1994,Seibu Li,4.12,76,52,.594,3.81,4.15,130,130,105,25,9,26,1160.1,1094,535,491,125,455,22,881,44,1,33,4955,1.335,8.5,1.0,3.5,6.8,1.94
0,1994,Orix Blu,4.33,68,59,.535,3.93,4.37,130,130,97,33,6,22,1159.2,1162,563,507,115,429,18,903,30,2,36,4963,1.372,9.0,0.9,3.3,7.0,2.10
0,1994,Fukuoka ,4.55,69,60,.535,4.10,4.63,130,130,104,26,8,21,1151.0,1220,592,524,90,399,8,756,31,0,47,4999,1.407,9.5,0.7,3.1,5.9,1.89
0,1994,Osaka Ki,4.76,68,59,.535,4.24,4.81,130,130,107,23,7,27,1158.0,1226,619,545,114,470,27,823,21,0,34,5058,1.465,9.5,0.9,3.7,6.4,1.75
0,1994,Chiba Lo,4.87,55,73,.430,4.50,4.99,130,130,106,24,8,22,1142.2,1174,633,571,131,511,10,919,28,2,57,5019,1.475,9.2,1.0,4.0,7.2,1.80
0,1994,Nippon H,4.90,46,79,.368,4.62,4.98,130,130,103,27,4,19,1151.0,1286,637,591,145,465,13,755,30,1,61,5084,1.521,10.1,1.1,3.6,5.9,1.62
0,1993,Seibu Li,3.24,74,53,.583,2.96,3.23,130,130,97,33,13,29,1173.0,1012,421,386,109,373,22,927,28,1,37,4814,1.181,7.8,0.8,2.9,7.1,2.49
0,1993,Orix Blu,3.62,70,56,.556,3.24,3.61,130,130,82,48,12,27,1174.1,1094,471,423,82,383,5,899,13,2,27,4893,1.258,8.4,0.6,2.9,6.9,2.35
0,1993,Nippon H,3.68,71,52,.577,3.37,3.71,130,130,91,39,16,23,1160.2,1076,478,435,106,457,14,762,31,0,45,4899,1.321,8.3,0.8,3.5,5.9,1.67
0,1993,Osaka Ki,4.00,66,59,.528,3.62,4.02,130,130,100,30,10,31,1164.0,1108,520,468,123,520,18,927,26,2,38,5005,1.399,8.6,1.0,4.0,7.2,1.78
0,1993,Chiba Lo,4.48,51,77,.398,4.08,4.59,130,130,96,34,3,19,1142.1,1147,583,518,118,485,11,870,37,1,43,4947,1.429,9.0,0.9,3.8,6.9,1.79
0,1993,Fukuoka ,4.58,45,80,.360,4.22,4.66,130,130,97,33,3,16,1150.2,1158,596,540,122,461,16,665,33,1,30,4955,1.407,9.1,1.0,3.6,5.2,1.44
0,1992,Seibu Li,3.81,80,47,.630,3.52,3.87,130,130,96,34,14,32,1150.0,1001,495,450,115,445,26,884,34,1,35,4833,1.257,7.8,0.9,3.5,6.9,1.99
0,1992,Orix Blu,3.87,61,64,.488,3.58,3.91,130,130,80,50,10,19,1159.0,1124,503,461,115,397,8,774,38,5,29,4907,1.312,8.7,0.9,3.1,6.0,1.95
0,1992,Osaka Ki,3.96,74,50,.597,3.69,3.97,130,130,100,30,14,31,1166.2,1101,515,478,120,441,11,897,40,0,26,4962,1.322,8.5,0.9,3.4,6.9,2.03
0,1992,Chiba Lo,4.15,54,74,.422,3.82,4.25,130,130,93,37,10,19,1144.0,1069,540,485,109,497,10,886,26,2,40,4921,1.369,8.4,0.9,3.9,7.0,1.78
0,1992,Nippon H,4.45,54,73,.425,4.20,4.52,130,130,90,40,8,11,1154.0,1175,579,539,119,446,27,755,30,1,31,4985,1.405,9.2,0.9,3.5,5.9,1.69
0,1992,Fukuoka ,4.90,57,72,.442,4.60,5.03,130,130,85,45,10,16,1140.0,1221,637,583,151,414,17,604,38,4,28,4974,1.434,9.6,1.2,3.3,4.8,1.46
0,1991,Seibu Li,3.38,81,43,.653,3.22,3.39,130,130,82,48,18,16,1165.0,992,439,417,117,420,34,812,23,1,24,4792,1.212,7.7,0.9,3.2,6.3,1.93
0,1991,Osaka Ki,3.81,77,48,.616,3.46,3.85,130,130,87,43,14,24,1156.1,1044,495,445,124,451,14,756,27,2,36,4863,1.293,8.1,1.0,3.5,5.9,1.68
0,1991,Nippon H,4.02,53,72,.424,3.72,4.07,130,130,100,30,10,26,1157.1,1109,523,478,132,451,27,665,28,0,37,4924,1.348,8.6,1.0,3.5,5.2,1.47
0,1991,Orix Blu,4.28,64,63,.504,3.90,4.30,130,130,92,38,10,20,1165.0,1192,557,505,103,425,14,748,34,3,27,5022,1.388,9.2,0.8,3.3,5.8,1.76
0,1991,Lotte Or,4.61,48,77,.384,4.23,4.69,130,130,90,40,8,14,1148.1,1115,599,540,155,534,25,778,35,2,58,5014,1.436,8.7,1.2,4.2,6.1,1.46
0,1991,Fukuoka ,5.08,53,73,.421,4.74,5.16,130,130,95,35,3,16,1153.2,1252,661,608,161,414,15,648,23,2,41,5027,1.444,9.8,1.3,3.2,5.1,1.57
0,1990,Seibu Li,3.75,81,45,.643,3.48,3.78,130,130,84,46,10,33,1160.1,1068,487,449,138,423,24,872,28,1,27,4889,1.285,8.3,1.1,3.3,6.8,2.06
0,1990,Nippon H,4.17,66,63,.512,3.68,4.21,130,130,89,41,9,15,1158.1,1055,542,473,137,452,18,811,33,2,32,4905,1.301,8.2,1.1,3.5,6.3,1.79
0,1990,Orix Bra,4.76,69,57,.548,4.30,4.80,130,130,94,36,5,18,1160.0,1189,619,554,157,401,7,814,43,5,45,5019,1.371,9.2,1.2,3.1,6.3,2.03
0,1990,Lotte Or,4.78,57,71,.445,4.22,4.87,130,130,102,28,6,22,1150.0,1149,622,539,137,498,18,835,42,6,68,5011,1.432,9.0,1.1,3.9,6.5,1.68
0,1990,Osaka Ki,4.91,67,60,.528,4.34,4.92,130,130,86,44,3,19,1166.0,1171,638,562,140,499,21,825,30,3,40,5085,1.432,9.0,1.1,3.9,6.4,1.65
0,1990,Fukuoka ,5.82,41,85,.325,5.56,5.96,130,130,102,28,3,13,1144.0,1257,757,707,196,533,35,745,36,3,29,5123,1.565,9.9,1.5,4.2,5.9,1.40
0,1989,Seibu Li,4.18,69,53,.566,3.86,4.17,130,130,76,54,12,11,1171.2,1144,543,502,138,429,37,717,24,1,19,4967,1.343,8.8,1.1,3.3,5.5,1.67
0,1989,Osaka Ki,4.29,71,54,.568,3.86,4.32,130,130,88,42,9,28,1163.2,1168,558,499,144,469,29,747,31,0,16,4975,1.407,9.0,1.1,3.6,5.8,1.59
0,1989,Nippon H,4.39,54,73,.425,4.20,4.48,130,130,94,36,8,19,1147.2,1059,571,535,140,471,19,742,38,0,18,4893,1.333,8.3,1.1,3.7,5.8,1.58
0,1989,Orix Bra,4.74,72,55,.567,4.26,4.77,130,130,98,32,8,26,1162.1,1181,616,550,147,447,22,729,30,1,42,5038,1.401,9.1,1.1,3.5,5.6,1.63
0,1989,Lotte Or,4.95,48,74,.393,4.50,5.03,130,130,84,46,10,14,1151.2,1107,644,576,159,583,6,793,42,8,52,5020,1.467,8.7,1.2,4.6,6.2,1.36
0,1989,Fukuoka ,5.22,59,64,.480,4.74,5.30,130,130,102,28,5,26,1151.1,1279,678,606,165,480,44,641,35,2,21,5129,1.528,10.0,1.3,3.8,5.0,1.34
0,1988,Osaka Ki,3.43,74,52,.587,3.23,3.51,130,130,94,36,15,28,1143.1,1095,446,410,107,370,31,713,33,0,17,4787,1.281,8.6,0.8,2.9,5.6,1.93
0,1988,Nippon H,3.45,62,65,.488,3.12,3.49,130,130,78,52,11,16,1155.2,1066,448,400,123,407,17,795,29,2,34,4840,1.275,8.3,1.0,3.2,6.2,1.95
0,1988,Seibu Li,4.08,73,51,.589,3.61,4.11,130,130,70,60,11,12,1162.0,1115,531,466,136,350,42,578,25,0,22,4859,1.261,8.6,1.1,2.7,4.5,1.65
0,1988,Hankyu B,4.45,60,68,.469,4.08,4.56,130,130,80,50,12,12,1140.2,1152,578,517,159,387,23,646,36,1,22,4872,1.349,9.1,1.3,3.1,5.1,1.67
0,1988,Lotte Or,4.62,54,74,.422,4.38,4.73,130,130,93,37,11,26,1144.2,1053,601,557,147,522,28,833,37,3,44,4925,1.376,8.3,1.2,4.1,6.5,1.60
0,1988,Nankai H,4.67,58,71,.450,4.07,4.79,130,130,94,36,5,27,1140.0,1215,607,516,138,395,24,604,25,1,33,4913,1.412,9.6,1.1,3.1,4.8,1.53
0,1987,Seibu Li,3.34,71,45,.612,2.96,3.36,130,130,64,66,13,15,1161.2,1044,434,382,102,323,44,635,27,2,10,4781,1.177,8.1,0.8,2.5,4.9,1.97
0,1987,Lotte Or,4.04,51,65,.440,3.67,4.16,130,130,91,39,6,24,1136.2,1127,525,464,128,373,23,741,40,3,48,4833,1.320,8.9,1.0,3.0,5.9,1.99
0,1987,Hankyu B,4.17,64,56,.533,3.89,4.23,130,130,85,45,11,13,1153.0,1143,542,498,142,354,15,751,33,3,35,4852,1.298,8.9,1.1,2.8,5.9,2.12
0,1987,Nankai H,4.28,57,63,.475,3.86,4.38,130,130,83,47,9,17,1143.2,1191,556,490,118,382,42,637,27,4,26,4903,1.375,9.4,0.9,3.0,5.0,1.67
0,1987,Nippon H,4.32,63,60,.512,3.96,4.46,130,130,94,36,8,18,1135.1,1131,562,500,150,380,11,748,38,2,42,4818,1.331,9.0,1.2,3.0,5.9,1.97
0,1987,Osaka Ki,4.61,52,69,.430,4.22,4.69,130,130,87,43,7,10,1150.2,1163,599,539,164,406,22,682,44,2,17,4949,1.364,9.1,1.3,3.2,5.3,1.68
0,1986,Seibu Li,3.95,68,49,.581,3.69,4.03,130,130,87,43,7,22,1147.2,1088,514,471,153,356,32,769,34,0,13,4803,1.258,8.5,1.2,2.8,6.0,2.16
0,1986,Nippon H,4.39,57,65,.467,4.10,4.46,130,130,102,28,8,21,1151.1,1174,571,525,170,360,8,734,41,1,38,4897,1.332,9.2,1.3,2.8,5.7,2.04
0,1986,Hankyu B,4.43,63,57,.525,4.11,4.51,130,130,91,39,9,22,1149.1,1183,576,525,165,378,15,710,41,2,22,4927,1.358,9.3,1.3,3.0,5.6,1.88
0,1986,Lotte Or,4.68,57,64,.471,4.34,4.83,130,130,99,31,7,22,1135.2,1192,609,548,169,384,18,713,51,2,29,4892,1.388,9.4,1.3,3.0,5.7,1.86
0,1986,Osaka Ki,4.78,66,52,.559,4.34,4.89,130,130,104,26,7,34,1145.1,1218,622,552,181,417,18,701,46,1,30,4973,1.428,9.6,1.4,3.3,5.5,1.68
0,1986,Nankai H,4.82,49,73,.402,4.46,4.95,130,130,86,44,4,19,1137.1,1217,626,564,168,389,37,616,28,2,23,4937,1.412,9.6,1.3,3.1,4.9,1.58
0,1985,Seibu Li,4.18,79,45,.637,3.82,4.23,130,130,80,50,11,21,1155.1,1044,543,490,164,457,20,645,33,5,11,4860,1.299,8.1,1.3,3.6,5.0,1.41
0,1985,Nippon H,4.82,53,65,.449,4.36,4.91,130,130,97,33,6,10,1149.0,1098,627,556,165,526,9,730,44,3,25,4988,1.413,8.6,1.3,4.1,5.7,1.39
0,1985,Hankyu B,5.37,64,61,.512,4.98,5.48,130,130,71,59,4,16,1146.2,1236,698,634,183,440,19,620,42,0,15,5047,1.462,9.7,1.4,3.5,4.9,1.41
0,1985,Lotte Or,5.47,64,60,.516,4.80,5.57,130,130,94,36,2,25,1148.2,1263,711,613,165,437,17,642,54,3,30,5063,1.480,9.9,1.3,3.4,5.0,1.47
0,1985,Osaka Ki,5.62,63,60,.512,5.10,5.78,130,130,113,17,4,28,1137.1,1246,731,644,191,488,34,543,46,0,13,5107,1.525,9.9,1.5,3.9,4.3,1.11
0,1985,Nankai H,5.69,44,76,.367,5.05,5.83,130,130,90,40,6,9,1141.2,1237,740,641,182,462,20,484,36,2,16,5043,1.488,9.8,1.4,3.6,3.8,1.05
0,1984,Hankyu B,3.92,75,45,.625,3.72,3.99,130,130,74,56,12,16,1150.1,1074,510,475,125,408,11,608,45,5,16,4817,1.288,8.4,1.0,3.2,4.8,1.49
0,1984,Seibu Li,4.35,62,61,.504,4.10,4.48,130,130,87,43,9,22,1134.0,1105,565,516,141,361,16,600,40,1,7,4762,1.293,8.8,1.1,2.9,4.8,1.66
0,1984,Lotte Or,4.63,64,51,.557,4.22,4.73,130,130,82,48,6,14,1146.1,1111,602,537,165,437,20,572,56,3,12,4893,1.350,8.7,1.3,3.4,4.5,1.31
0,1984,Osaka Ki,4.98,58,61,.487,4.36,5.06,130,130,94,36,2,23,1151.2,1148,647,558,167,400,20,500,47,1,12,4963,1.344,9.0,1.3,3.1,3.9,1.25
0,1984,Nippon H,5.29,44,73,.376,4.98,5.44,130,130,103,27,7,16,1137.2,1177,688,629,176,492,23,570,37,2,15,5010,1.467,9.3,1.4,3.9,4.5,1.16
0,1984,Nankai H,5.36,53,65,.449,4.89,5.49,130,130,95,35,5,16,1142.2,1218,697,621,171,483,17,553,35,1,19,5024,1.489,9.6,1.3,3.8,4.4,1.14
0,1983,Seibu Li,3.38,86,40,.683,3.20,3.44,130,130,93,37,10,38,1151.1,1008,440,409,124,331,18,560,30,2,6,4713,1.163,7.9,1.0,2.6,4.4,1.69
0,1983,Nippon H,4.15,64,59,.520,3.82,4.27,130,130,109,21,11,37,1138.1,1113,540,483,133,418,13,607,45,0,16,4856,1.345,8.8,1.1,3.3,4.8,1.45
0,1983,Hankyu B,4.55,67,55,.549,4.16,4.69,130,130,76,54,3,20,1136.0,1182,592,525,150,374,9,537,48,2,9,4887,1.370,9.4,1.2,3.0,4.3,1.44
0,1983,Osaka Ki,4.82,52,65,.444,4.49,4.99,130,130,84,46,6,19,1129.0,1167,626,563,160,361,16,510,39,0,11,4813,1.353,9.3,1.3,2.9,4.1,1.41
0,1983,Nankai H,5.07,52,69,.430,4.75,5.24,130,130,89,41,5,20,1132.0,1221,659,598,152,390,12,450,39,4,19,4912,1.423,9.7,1.2,3.1,3.6,1.15
0,1983,Lotte Or,5.46,43,76,.361,5.12,5.71,130,130,106,24,3,13,1119.2,1258,710,637,163,578,34,581,56,0,21,5113,1.640,10.1,1.3,4.6,4.7,1.01
0,1982,Seibu Li,3.55,68,58,.540,3.31,3.63,130,130,92,38,14,19,1142.1,1000,461,420,106,356,32,648,42,3,9,4685,1.187,7.9,0.8,2.8,5.1,1.82
0,1982,Nippon H,3.98,67,52,.563,3.63,4.07,130,130,99,31,8,33,1146.2,1060,518,462,116,470,14,686,31,1,16,4861,1.334,8.3,0.9,3.7,5.4,1.46
0,1982,Hankyu B,4.02,62,60,.508,3.73,4.10,130,130,84,46,7,19,1144.2,1080,522,475,120,439,25,572,50,3,19,4861,1.327,8.5,0.9,3.5,4.5,1.30
0,1982,Nankai H,4.42,53,71,.427,4.05,4.54,130,130,96,34,9,22,1139.0,1176,575,513,126,348,21,447,25,1,8,4815,1.338,9.3,1.0,2.7,3.5,1.28
0,1982,Osaka Ki,4.44,63,57,.525,4.11,4.53,130,130,59,71,7,9,1146.2,1131,577,524,162,350,14,523,34,0,10,4808,1.292,8.9,1.3,2.7,4.1,1.49
0,1982,Lotte Or,4.62,54,69,.439,4.24,4.75,130,130,75,55,6,11,1137.2,1163,600,536,142,505,13,581,69,3,16,4987,1.466,9.2,1.1,4.0,4.6,1.15
0,1981,Seibu Li,3.95,61,61,.500,3.62,4.03,130,130,84,46,9,17,1146.1,1096,513,461,137,362,13,569,36,3,9,4829,1.272,8.6,1.1,2.8,4.5,1.57
0,1981,Nippon H,4.26,68,54,.557,3.81,4.37,130,130,86,44,8,28,1140.2,1133,554,483,106,370,11,631,43,2,21,4855,1.318,8.9,0.8,2.9,5.0,1.71
0,1981,Osaka Ki,4.43,54,72,.429,4.10,4.57,130,130,89,41,13,17,1133.2,1171,576,516,156,361,14,543,44,0,7,4853,1.351,9.3,1.2,2.9,4.3,1.50
0,1981,Lotte Or,4.59,63,57,.525,4.16,4.70,130,130,101,29,4,23,1143.2,1153,597,529,126,491,13,563,61,3,17,4993,1.437,9.1,1.0,3.9,4.4,1.15
0,1981,Hankyu B,4.59,68,58,.540,4.01,4.69,130,130,82,48,8,17,1146.0,1196,597,510,152,408,10,438,56,3,9,4930,1.400,9.4,1.2,3.2,3.4,1.07
0,1981,Nankai H,4.76,53,65,.449,4.37,4.90,130,130,89,41,6,19,1136.1,1258,619,552,135,374,30,452,30,2,6,4907,1.436,10.0,1.1,3.0,3.6,1.21
0,1980,Nippon H,3.95,66,53,.555,3.61,4.01,130,130,86,44,9,14,1152.1,1099,513,462,160,331,21,706,34,1,12,4823,1.241,8.6,1.2,2.6,5.5,2.13
0,1980,Lotte Or,4.52,64,51,.557,4.15,4.62,130,130,82,48,10,22,1146.1,1122,588,529,165,490,16,646,57,2,12,4954,1.406,8.8,1.3,3.8,5.1,1.32
0,1980,Seibu Li,4.88,62,64,.492,4.43,5.00,130,130,82,48,3,15,1142.1,1164,634,562,181,357,13,687,45,2,9,4877,1.331,9.2,1.4,2.8,5.4,1.92
0,1980,Osaka Ki,5.34,68,54,.557,4.96,5.45,130,130,80,50,6,15,1147.0,1217,694,632,251,368,11,609,39,0,17,4957,1.382,9.5,2.0,2.9,4.8,1.65
0,1980,Hankyu B,5.62,58,67,.464,5.08,5.74,130,130,80,50,4,13,1146.0,1289,731,647,205,475,25,490,48,2,13,5111,1.539,10.1,1.6,3.7,3.8,1.03
0,1980,Nankai H,6.03,48,77,.384,5.63,6.19,130,130,100,30,1,18,1140.0,1311,784,713,234,484,12,476,51,0,12,5136,1.575,10.4,1.8,3.8,3.8,0.98
0,1979,Osaka Ki,4.08,74,45,.622,3.70,4.16,130,130,83,47,10,17,1149.0,1167,531,472,174,277,5,576,15,2,15,4770,1.257,9.1,1.4,2.2,4.5,2.08
0,1979,Hankyu B,4.20,75,44,.630,3.84,4.30,130,130,66,64,8,15,1142.0,1158,546,487,143,388,14,594,12,2,12,4894,1.354,9.1,1.1,3.1,4.7,1.53
0,1979,Nippon H,4.38,63,60,.512,4.09,4.48,130,130,82,48,6,17,1144.0,1223,569,520,151,280,18,525,14,1,14,4830,1.314,9.6,1.2,2.2,4.1,1.88
0,1979,Lotte Or,4.59,55,63,.466,4.30,4.72,130,130,87,43,7,13,1139.1,1205,597,544,138,400,12,677,17,1,17,4941,1.409,9.5,1.1,3.2,5.3,1.69
0,1979,Seibu Li,5.28,45,73,.381,4.60,5.44,130,130,98,32,3,17,1134.2,1204,686,580,158,382,31,637,47,1,13,4946,1.398,9.5,1.3,3.0,5.1,1.67
0,1979,Nankai H,5.30,46,73,.387,4.86,5.47,130,130,107,23,5,19,1132.2,1251,689,612,170,422,24,471,47,1,10,4979,1.477,9.9,1.4,3.4,3.7,1.12
0,1978,Osaka Ki,3.45,71,46,.607,3.21,3.50,130,130,73,57,14,13,1154.0,1099,449,411,113,237,15,538,38,2,12,4675,1.158,8.6,0.9,1.8,4.2,2.27
0,1978,Hankyu B,3.71,82,39,.678,3.13,3.74,130,130,72,58,10,21,1160.1,1075,482,403,124,350,9,626,44,0,13,4842,1.228,8.3,1.0,2.7,4.9,1.79
0,1978,Nippon H,4.35,55,63,.466,3.98,4.43,130,130,86,44,8,14,1150.0,1217,566,509,121,300,24,533,57,0,11,4866,1.319,9.5,0.9,2.3,4.2,1.78
0,1978,Nankai H,4.37,42,77,.353,4.01,4.50,130,130,84,46,14,8,1137.0,1174,568,506,116,312,18,482,49,1,7,4790,1.307,9.3,0.9,2.5,3.8,1.54
0,1978,Crown Li,4.48,51,67,.432,3.75,4.56,130,130,79,51,7,5,1149.1,1217,582,479,129,293,23,469,61,0,14,4876,1.314,9.5,1.0,2.3,3.7,1.60
0,1978,Lotte Or,4.52,53,62,.461,4.01,4.65,130,130,93,37,6,12,1137.0,1108,587,506,121,384,14,647,79,1,21,4845,1.312,8.8,1.0,3.0,5.1,1.68
0,1977,Nankai H,3.62,63,55,.534,3.15,3.69,130,130,74,56,7,21,1149.0,1085,471,402,98,309,9,501,47,1,12,4770,1.213,8.5,0.8,2.4,3.9,1.62
0,1977,Hankyu B,3.65,69,51,.575,3.23,3.72,130,130,68,62,12,20,1147.2,1068,475,412,102,402,9,632,40,6,18,4829,1.281,8.4,0.8,3.2,5.0,1.57
0,1977,Osaka Ki,3.72,59,61,.492,3.31,3.78,130,130,76,54,13,13,1149.0,1118,483,423,126,243,8,501,30,4,18,4679,1.185,8.8,1.0,1.9,3.9,2.06
0,1977,Nippon H,3.73,58,61,.487,3.36,3.81,130,130,93,37,7,20,1145.0,1057,485,427,134,257,26,649,57,3,18,4676,1.148,8.3,1.1,2.0,5.1,2.53
0,1977,Lotte Or,3.73,60,57,.513,3.17,3.81,130,130,102,28,7,24,1144.2,1052,485,403,90,326,14,728,51,0,23,4769,1.204,8.3,0.7,2.6,5.7,2.23
0,1977,Crown Li,4.60,49,73,.402,4.27,4.73,130,130,96,34,6,16,1138.2,1196,598,540,149,289,12,493,47,3,15,4806,1.304,9.5,1.2,2.3,3.9,1.71
0,1976,Nankai H,3.32,71,56,.559,2.91,3.41,130,130,82,48,15,27,1139.0,1015,431,368,95,341,4,496,33,3,22,4669,1.191,8.0,0.8,2.7,3.9,1.45
0,1976,Osaka Ki,3.35,57,66,.463,3.04,3.43,130,130,76,54,12,15,1145.0,1051,436,387,116,289,9,489,33,2,10,4646,1.170,8.3,0.9,2.3,3.8,1.69
0,1976,Lotte Or,3.39,63,56,.529,2.96,3.49,130,130,90,40,11,16,1138.1,1061,441,374,97,321,11,663,37,2,26,4705,1.214,8.4,0.8,2.5,5.2,2.07
0,1976,Hankyu B,3.67,79,45,.637,3.30,3.74,130,130,60,70,16,20,1149.0,1069,477,421,115,366,9,567,38,0,11,4778,1.249,8.4,0.9,2.9,4.4,1.55
0,1976,Nippon H,4.02,52,67,.437,3.72,4.07,130,130,87,43,9,9,1156.1,1138,523,478,129,318,14,606,60,2,14,4799,1.259,8.9,1.0,2.5,4.7,1.91
0,1976,Taiheiyo,4.57,44,76,.367,4.08,4.66,130,130,82,48,7,10,1146.2,1233,594,520,107,292,19,471,42,3,13,4887,1.330,9.7,0.8,2.3,3.7,1.61
0,1975,Osaka Ki,3.45,71,50,.587,3.09,3.48,130,130,71,59,15,9,1159.1,1041,448,398,120,290,8,461,40,0,14,4710,1.148,8.1,0.9,2.3,3.6,1.59
0,1975,Nankai H,3.68,57,65,.467,2.98,3.69,130,130,75,55,14,7,1165.0,1134,478,386,85,358,7,470,27,0,10,4859,1.281,8.8,0.7,2.8,3.6,1.31
0,1975,Lotte Or,3.80,59,65,.476,3.33,3.90,130,130,93,37,10,20,1139.1,1015,494,422,121,373,14,601,36,4,15,4748,1.218,8.0,1.0,2.9,4.7,1.61
0,1975,Hankyu B,3.89,64,59,.520,3.49,3.97,130,130,59,71,11,5,1147.2,1085,506,445,141,372,20,536,39,0,11,4815,1.270,8.5,1.1,2.9,4.2,1.44
0,1975,Taiheiyo,4.33,58,62,.483,3.73,4.35,130,130,77,53,8,9,1164.1,1192,563,482,114,320,19,523,34,2,12,4919,1.299,9.2,0.9,2.5,4.0,1.63
0,1975,Nippon H,4.43,55,63,.466,3.89,4.49,130,130,102,28,7,14,1154.1,1144,576,499,122,426,29,492,63,4,19,4978,1.360,8.9,1.0,3.3,3.8,1.15
0,1974,Nankai H,3.54,59,55,.518,3.06,3.61,130,130,100,30,7,17,1147.1,989,460,390,96,468,16,565,32,13,22,4783,1.270,7.8,0.8,3.7,4.4,1.21
0,1974,Lotte Or,3.55,69,50,.580,3.18,3.64,130,130,87,43,6,15,1141.1,938,462,403,111,376,19,663,37,7,27,4643,1.151,7.4,0.9,3.0,5.2,1.76
0,1974,Taiheiyo,3.71,59,64,.480,3.46,3.79,130,130,99,31,10,13,1146.0,1052,482,441,110,406,22,560,38,9,12,4764,1.272,8.3,0.9,3.2,4.4,1.38
0,1974,Osaka Ki,3.87,56,66,.459,3.63,3.99,130,130,94,36,10,14,1135.2,1053,503,458,121,363,21,535,21,9,20,4708,1.247,8.3,1.0,2.9,4.2,1.47
0,1974,Hankyu B,4.03,69,51,.575,3.52,4.12,130,130,106,24,11,26,1145.2,1102,524,448,119,373,29,566,54,13,19,4855,1.287,8.7,0.9,2.9,4.4,1.52
0,1974,Nippon H,4.38,49,75,.395,4.11,4.49,130,130,97,33,5,12,1141.2,1093,569,521,123,406,32,600,32,14,17,4818,1.313,8.6,1.0,3.2,4.7,1.48
0,1973,Lotte Or,3.78,70,49,.588,3.43,3.81,130,130,98,32,13,,1161.0,1032,491,443,124,386,22,645,48,11,18,4809,1.221,8.0,1.0,3.0,5.0,1.67
0,1973,Nankai H,3.79,68,58,.540,3.35,3.82,130,130,87,43,15,,1161.2,1078,493,433,114,435,14,481,47,29,15,4893,1.302,8.4,0.9,3.4,3.7,1.11
0,1973,Hankyu B,3.84,77,48,.616,3.30,3.83,130,130,89,41,10,,1174.0,1122,499,430,137,342,25,572,42,18,20,4902,1.247,8.6,1.1,2.6,4.4,1.67
0,1973,Taiheiyo,3.92,59,64,.480,3.58,3.98,130,130,96,34,10,,1150.0,1107,509,458,136,383,23,492,46,7,13,4845,1.296,8.7,1.1,3.0,3.9,1.28
0,1973,Nitaku H,4.33,55,69,.444,3.97,4.39,130,130,98,32,13,,1155.1,1174,563,510,127,374,22,563,58,18,7,4913,1.340,9.1,1.0,2.9,4.4,1.51
0,1973,Osaka Ki,4.46,42,83,.336,3.83,4.56,130,130,96,34,8,,1144.2,1067,580,487,127,482,37,612,42,14,17,4878,1.353,8.4,1.0,3.8,4.8,1.27
